#      X,      Y
0.000000, 0.000000
0.100503, 0.000000
0.201005, 0.000000
0.301508, 0.000000
0.402010, 0.000000
0.502513, 0.000000
0.603015, 0.000000
0.703518, 0.000000
0.804020, 0.000000
0.904523, 0.000000
1.005025, 0.000000
1.105528, 0.000000
1.206030, 0.000000
1.306533, 0.000000
1.407035, 0.000000
1.507538, 0.000000
1.608040, 0.000000
1.708543, 0.000000
1.809045, 0.000000
1.909548, 0.000000
2.010050, 0.001557
2.110553, 0.017123
2.211055, 0.032690
2.311558, 0.048256
2.412060, 0.143012
2.512563, 0.375472
2.613065, 0.526323
2.713568, 0.625950
2.814070, 0.725576
2.914573, 0.825202
3.015075, 0.889671
3.115578, 0.922880
3.216080, 0.956089
3.316583, 0.988769
3.417085, 1.003001
3.517588, 1.017233
3.618090, 1.031465
3.718593, 1.045698
3.819095, 3.059337
3.919598, 5.324223
4.020101, 6.332535
4.120603, 6.611488
4.221106, 6.890441
4.321608, 6.852898
4.422111, 6.673571
4.522613, 6.494244
4.623116, 6.272563
4.723618, 6.038424
4.824121, 5.880401
4.924623, 5.905925
5.025126, 5.931449
5.125628, 5.956972
5.226131, 5.982496
5.326633, 5.999328
5.427136, 6.013560
5.527638, 6.027793
5.628141, 6.042025
5.728643, 6.017275
5.829146, 5.974578
5.929648, 5.931881
6.030151, 5.889184
6.130653, 5.961713
6.231156, 6.111152
6.331658, 6.257947
6.432161, 6.397423
6.532663, 6.536900
6.633166, 6.672419
6.733668, 6.800510
6.834171, 6.928601
6.934673, 7.056691
7.035176, 6.941977
7.135678, 5.936076
7.236181, 3.915946
7.336683, 3.891149
7.437186, 3.949264
7.537688, 4.007379
7.638191, 4.065495
7.738693, 4.123610
7.839196, 4.181725
7.939698, 4.239840
8.040201, 4.263938
8.140704, 4.285286
8.241206, 4.306635
8.341709, 4.327983
8.442211, 4.349332
8.542714, 4.370680
8.643216, 4.392029
8.743719, 4.413377
8.844221, 4.423978
8.944724, 4.431094
9.045226, 4.438211
9.145729, 4.445327
9.246231, 4.452443
9.346734, 4.459559
9.447236, 4.466675
9.547739, 4.473791
9.648241, 4.473677
9.748744, 4.468433
9.849246, 4.463190
9.949749, 4.457946
10.050251, 4.452703
10.150754, 4.447459
10.251256, 4.442216
10.351759, 4.436972
10.452261, 4.431729
10.552764, 4.426485
10.653266, 4.421242
10.753769, 4.412415
10.854271, 4.399961
10.954774, 4.387508
11.055276, 4.375055
11.155779, 4.362602
11.256281, 4.350148
11.356784, 4.337695
11.457286, 4.325242
11.557789, 4.312789
11.658291, 4.296201
11.758794, 4.257884
11.859296, 4.219566
11.959799, 4.181248
12.060302, 4.142931
12.160804, 4.104613
12.261307, 4.066295
12.361809, 4.027978
12.462312, 3.933092
12.562814, 3.796106
12.663317, 3.659120
12.763819, 3.522135
12.864322, 3.385149
12.964824, 3.034102
13.065327, 2.660505
13.165829, 2.159051
13.266332, 1.614857
13.366834, 1.149936
13.467337, 0.991468
13.567839, 0.996212
13.668342, 1.000956
13.768844, 1.005700
13.869347, 1.010444
13.969849, 1.015188
14.070352, 1.019932
14.170854, 1.024676
14.271357, 1.029420
14.371859, 1.034164
14.472362, 1.038909
14.572864, 1.043653
14.673367, 1.046512
14.773869, 1.046512
14.874372, 1.046512
14.974874, 1.046512
15.075377, 1.046512
15.175879, 1.046512
15.276382, 1.046512
15.376884, 1.046512
15.477387, 1.046512
15.577889, 1.046512
15.678392, 1.046512
15.778894, 1.046512
15.879397, 1.046512
15.979899, 1.046512
16.080402, 1.046512
16.180905, 1.046512
16.281407, 1.046512
16.381910, 1.046512
16.482412, 1.046512
16.582915, 1.046512
16.683417, 1.046512
16.783920, 1.043286
16.884422, 1.034984
16.984925, 1.026681
17.085427, 1.018379
17.185930, 1.010077
17.286432, 1.001775
17.386935, 0.993473
17.487437, 0.934586
17.587940, 0.795109
17.688442, 0.655633
17.788945, 0.441598
17.889447, 0.142719
17.989950, 0.053377
18.090452, 0.046736
18.190955, 0.040094
18.291457, 0.033452
18.391960, 0.026810
18.492462, 0.020169
18.592965, 0.013527
18.693467, 0.006885
18.793970, 0.000243
18.894472, 0.000000
18.994975, 0.000000
19.095477, 0.000000
19.195980, 0.000000
19.296482, 0.000000
19.396985, 0.000000
19.497487, 0.000000
19.597990, 0.000000
19.698492, 0.000000
19.798995, 0.000000
19.899497, 0.000000
20.000000, 0.000000
