JD	Magnitude	Uncertainty	HQuncertainty	Band	Observer Code	Comment Code(s)	Comp Star 1	Comp Star 2	Charts	Comments	Transfomed	Airmass	Validation Flag	Cmag	Kmag	HJD	Star Name	Observer Affiliation	Measurement Method	Grouping Method	ADS Reference	Digitizer	Credit
2440547.6	9.1			Vis.	LX								V				S VUL		STD				
2440548.7	8.8			Vis.	CR								V				S VUL		STD				
2440550.5	9.0			Vis.	LX								V				S VUL		STD				
2440554.5	9.1			Vis.	LX								V				S VUL		STD				
2440554.6	9.7			Vis.	AC								V				S VUL		STD				
2440562.5	9.0			Vis.	LX								V				S VUL		STD				
2440570.5	9.8			Vis.	AC								V				S VUL		STD				
2440576.5	9.3			Vis.	LX								V				S VUL		STD				
2440580.5	9.2			Vis.	AJR								V				S VUL		STD				
2440584.5	9.2			Vis.	LX								V				S VUL		STD				
2440597.5	9.5			Vis.	LX								V				S VUL		STD				
2440640.0	9.5			Vis.	AC								V				S VUL		STD				
2440680.9	9.6			Vis.	AC								V				S VUL		STD				
2440682.9	9.6			Vis.	AC								V				S VUL		STD				
2440709.9	9.5			Vis.	AC								V				S VUL		STD				
2440735.7	9.5			Vis.	LX								V				S VUL		STD				
2440739.8	9.6			Vis.	AC								V				S VUL		STD				
2440740.6	9.5			Vis.	LX								V				S VUL		STD				
2440745.6	9.5			Vis.	LX								V				S VUL		STD				
2440750.7	9.4			Vis.	LX								V				S VUL		STD				
2440751.7	9.5			Vis.	AC								V				S VUL		STD				
2440758.7	9.3			Vis.	LX								V				S VUL		STD				
2440764.7	9.5			Vis.	AC								V				S VUL		STD				
2440765.7	9.0			Vis.	LX								V				S VUL		STD				
2440770.7	9.5			Vis.	AC								V				S VUL		STD				
2440773.6	9.1			Vis.	LX								V				S VUL		STD				
2440780.6	9.3			Vis.	LX								V				S VUL		STD				
2440790.7	9.2			Vis.	RNT								V				S VUL		STD				
2440795.7	9.5			Vis.	CR								V				S VUL		STD				
2440800.7	9.6			Vis.	AC								V				S VUL		STD				
2440809.9	9.7			Vis.	AC								V				S VUL		STD				
2440810.6	9.3			Vis.	LX								V				S VUL		STD				
2440823.6	8.9			Vis.	LX								V				S VUL		STD				
2440824.6	9.6			Vis.	AC								V				S VUL		STD				
2440830.6	9.6			Vis.	AC								V				S VUL		STD				
2440831.7	8.8			Vis.	AJR								V				S VUL		STD				
2440833.7	9.6			Vis.	AC								V				S VUL		STD				
2440834.6	9.1			Vis.	LX								V				S VUL		STD				
2440841.7	9.0			Vis.	LX								V				S VUL		STD				
2440849.6	9.1			Vis.	LX								V				S VUL		STD				
2440855.6	9.1			Vis.	LX								V				S VUL		STD				
2440864.7	9.3			Vis.	LX								V				S VUL		STD				
2440878.6	9.3			Vis.	LX								V				S VUL		STD				
2440879.7	9.2			Vis.	FD								V				S VUL		STD				
2440883.6	9.2			Vis.	LX								V				S VUL		STD				
2440886.7	9.1			Vis.	CR								V				S VUL		STD				
2440888.6	9.0			Vis.	LX								V				S VUL		STD				
2440895.5	9.6			Vis.	AC								V				S VUL		STD				
2440907.6	9.3			Vis.	LX								V				S VUL		STD				
2440910.6	9.1			Vis.	LX								V				S VUL		STD				
2440914.5	9.3			Vis.	LX								V				S VUL		STD				
