JD	Magnitude	Uncertainty	HQuncertainty	Band	Observer Code	Comment Code(s)	Comp Star 1	Comp Star 2	Charts	Comments	Transfomed	Airmass	Validation Flag	Cmag	Kmag	HJD	Star Name	Observer Affiliation	Measurement Method	Grouping Method	ADS Reference	Digitizer	Credit
2457866.8049	4.6			Vis.	AAX	K	42	46	ATLAS	BSC			Z				W SGR	NEOA-JBS	STD				
2457867.2630	4.6			Vis.	PEX		46		13158LAZ				Z				W SGR	AAVSO	STD				
2457868.2500	4.8			Vis.	PEX		46	50	13158LAZ				Z				W SGR	AAVSO	STD				
2457870.8549	4.9			Vis.	AAX	K	46	50	ATLAS	BSC			Z				W SGR	NEOA-JBS	STD				
2457871.3340	5.1			Vis.	PEX		50	55	13158LAZ				Z				W SGR	AAVSO	STD				
2457871.8410	4.9			Vis.	AAX	K	46	50	ATLAS	BSC			Z				W SGR	NEOA-JBS	STD				
2457872.2778	5.2			Vis.	PEX		50	55	13158LAZ				Z				W SGR	AAVSO	STD				
2457872.7743	4.6			Vis.	AAX	K	46	50	ATLAS	BSC			Z				W SGR	NEOA-JBS	STD				
2457873.298	4.6			Vis.	PEX		46		13158LAZ				Z				W SGR	AAVSO	STD				
2457873.7840	4.6			Vis.	AAX	K	46	50	ATLAS	BSC			Z				W SGR	NEOA-JBS	STD				
2457874.5944	4.5			Vis.	AAX	K	42	46	ATLAS	BSC			Z				W SGR	NEOA-JBS	STD				
2457874.8340	4.5			Vis.	AAX	K	42	46	ATLAS	BSC			Z				W SGR	NEOA-JBS	STD				
2457875.3222	4.9			Vis.	PEX		46	50	13158LAZ				Z				W SGR	AAVSO	STD				
2457876.3340	4.9			Vis.	PEX		46	50	13158LAZ				Z				W SGR	AAVSO	STD				
2457879.3333	5.0			Vis.	PEX		50		13158LAZ				Z				W SGR	AAVSO	STD				
2457879.7514	4.9			Vis.	AAX	K	46	50	ATLAS	BSC			Z				W SGR	NEOA-JBS	STD				
2457880.3271	4.8			Vis.	PEX		46	50	13158LAZ				Z				W SGR	AAVSO	STD				
2457885.5583	4.7			Vis.	SROF	U	30	50	X18674AD				Z				W SGR	AAVSO	STD				
2457888.5500	4.3			Vis.	SROF	U	30	50	X18674AD				Z				W SGR	AAVSO	STD				
2457889.8521	4.5			Vis.	AAX	BK	42	46	ATLAS	MOON BSC			Z				W SGR	NEOA-JBS	STD				
2457890.8632	4.6			Vis.	AAX	BK	46	50	ATLAS	MOON BSC			Z				W SGR	NEOA-JBS	STD				
2457896.4986	4.4			Vis.	AAX	K	42	46	ATLAS	BSC			Z				W SGR	NEOA-JBS	STD				
2457898.3208	4.8			Vis.	PEX		46	50	13158LAZ				Z				W SGR	AAVSO	STD				
2457898.5313	4.6			Vis.	SROF	U	30	50	X18674AD	LITTLE CLOUDINESS			Z				W SGR	AAVSO	STD				
2457898.5556	4.5			Vis.	AAX	K	42	46	ATLAS	BSC			Z				W SGR	NEOA-JBS	STD				
2457900.2986	4.9			Vis.	PEX		46	50	13158LAZ				Z				W SGR	AAVSO	STD				
2457902.2632	4.9			Vis.	PEX		46	50	13158LAZ				Z				W SGR	AAVSO	STD				
2457902.5479	4.7			Vis.	SROF	U	30	50	X18674AC	AVERAGE CLOUDINESS			Z				W SGR	AAVSO	STD				
2457902.81528	4.9			Vis.	BBA		4.8	5.0	14436ERS				Z				W SGR	AAVSO	STD				
2457903.0958	4.7			Vis.	PEX		46	50	13158LAZ				Z				W SGR	AAVSO	STD				
2457903.82292	4.4			Vis.	BBA		4.3	4.6	14436ERS	14436ESJ			Z				W SGR	AAVSO	STD				
2457904.83264	4.7			Vis.	BBA		4.6	4.7	14436ERS				Z				W SGR	AAVSO	STD				
2457905.2472	4.8			Vis.	PEX		46	50	13158LAZ				Z				W SGR	AAVSO	STD				
2457906.4806	4.4			Vis.	AAX	BK	42	46	ATLAS	MOON BSC			Z				W SGR	NEOA-JBS	STD				
2457906.8417	4.5			Vis.	AAX	K	42	46	ATLAS	BSC			Z				W SGR	NEOA-JBS	STD				
2457907.2694	4.9			Vis.	PEX		46	50	13158LAZ				Z				W SGR	AAVSO	STD				
