Results from heasarc_fermigbrst: Fermi GBM Burst Catalog
Coordinate system:  Equatorial
|name        |ra        |dec      |trigger_time           |t90     |t90_error|t90_start|fluence   |fluence_error|flux_1024|flux_1024_error|flux_1024_time|flux_64  |flux_64_error|flnc_band_ampl|flnc_band_ampl_pos_err|flnc_band_ampl_neg_err|flnc_band_epeak|flnc_band_epeak_pos_err|flnc_band_epeak_neg_err|flnc_band_alpha|flnc_band_alpha_pos_err|flnc_band_alpha_neg_err|flnc_band_beta|flnc_band_beta_pos_err|flnc_band_beta_neg_err|flnc_spectrum_start|flnc_spectrum_stop|pflx_best_fitting_model|pflx_best_model_redchisq|flnc_best_fitting_model|flnc_best_model_redchisq|
|GRB150703259|22 45 19.2|+46 36 36|2015-07-03 06:13:33.081|  46.593|    1.280|    2.304|9.4769e-06|   3.9187e-08|   3.0535|         0.1981|         4.480|   5.3232|       1.1426|  6.791032e-03|          3.644191e-04|          3.644191e-04|   2.373509e+02|           1.423350e+01|           1.423350e+01|  -1.008321e+00|           3.986335e-02|           3.986335e-02| -6.557304e+00|          2.140964e+02|          2.140964e+02|             -2.048|            48.128|pflx_comp              |                   1.045|flnc_comp              |                   1.161|
|GRB180218635|03 08 55.2|+46 39 00|2018-02-18 15:14:05.488|   5.632|    0.362|    1.536|5.4708e-05|   7.0289e-08|  65.9140|         0.8633|         4.288|  84.1104|       3.8027|  8.314581e-02|          2.542287e-03|          2.542287e-03|   3.989942e+02|           1.574857e+01|           1.574857e+01|  -6.446838e-01|           2.831698e-02|           2.831698e-02| -2.378402e+00|          7.122421e-02|          7.122421e-02|             -1.024|            10.240|pflx_band              |                   1.147|flnc_band              |                   1.154|
|GRB171126235|15 51 21.6|+46 45 36|2017-11-26 05:38:43.709|   1.472|    0.143|    0.000|7.1957e-06|   4.9012e-08|  43.7752|         1.2373|         0.000|  97.2131|       6.0745|  1.984226e-01|          3.026532e-02|          3.026532e-02|   8.595368e+01|           4.913544e+00|           4.913544e+00|  -4.562890e-01|           8.750570e-02|           8.750570e-02| -2.725390e+00|          2.100928e-01|          2.100928e-01|             -0.064|             1.792|pflx_comp              |                   0.981|flnc_sbpl              |                   1.109|
|GRB130314147|13 44 50.4|+46 46 12|2013-03-14 03:31:16.299| 142.851|    2.360|    1.536|1.4603e-05|   4.6685e-08|   4.7954|         0.2590|         6.848|   7.4888|       1.3621|  6.695181e-03|          8.771378e-04|          8.771378e-04|   8.963646e+01|           1.345877e+01|           1.345877e+01|  -1.277535e+00|           6.932938e-02|           6.932938e-02| -2.161029e+00|          1.274068e-01|          1.274068e-01|             -2.048|           146.430|pflx_comp              |                   1.084|flnc_band              |                   1.319|
|GRB140508128|17 01 52.1|+46 46 49|2014-05-08 03:03:54.598|  44.288|    0.231|    2.816|6.1432e-05|   1.2084e-07|  66.8106|         0.9603|         4.480|  88.1482|       4.3204|  2.331064e-02|          6.635245e-04|          6.635245e-04|   2.574033e+02|           1.211981e+01|           1.211981e+01|  -1.181758e+00|           1.890111e-02|           1.890111e-02| -2.318720e+00|          9.381723e-02|          9.381723e-02|             -1.024|           113.660|pflx_band              |                   1.015|flnc_band              |                   1.230|
|GRB181216551|14 10 02.4|+46 48 00|2018-12-16 13:13:11.605|  43.520|   21.262|   -8.448|1.6438e-06|   2.6897e-08|   3.1031|         0.2243|        -0.576|   4.7559|       0.9550|              |                      |                      |               |                       |                       |               |                       |                       |              |                      |                      |                   |                  |                       |                        |                       |                        |
|GRB120504468|21 59 45.6|+46 49 48|2012-05-04 11:13:39.935|  41.985|    2.673|   -0.512|3.3628e-06|   2.6299e-08|   2.4442|         0.2208|         8.000|   5.3743|       1.1222|  5.871534e-03|          1.138873e-03|          1.138873e-03|   7.389271e+01|           6.245583e+00|           6.245583e+00|  -1.171963e+00|           1.131402e-01|           1.131402e-01| -2.868238e+00|          9.318545e-01|          9.318545e-01|             -3.072|            36.864|pflx_plaw              |                   1.035|flnc_comp              |                   1.311|
|GRB160718975|06 37 48.0|+47 27 36|2016-07-18 23:24:28.804|   8.448|    0.810|   -0.256|2.4683e-06|   2.2637e-08|   7.6301|         0.2642|         1.536|  10.2311|       1.2404|  1.265792e-01|          9.573194e-02|          9.573194e-02|   3.823408e+01|           7.809835e+00|           7.809835e+00|  -3.764168e-01|           2.258537e-01|           2.258537e-01| -2.211161e+00|          7.148409e-02|          7.148409e-02|             -1.024|             9.216|pflx_comp              |                   1.095|flnc_sbpl              |                   1.096|
|GRB130518580|23 42 41.0|+47 28 41|2013-05-18 13:54:37.525|  48.577|    0.916|    9.920|9.4591e-05|   1.5428e-07|  45.3921|         0.4444|        25.600|  53.9710|       1.8285|  2.065844e-02|          4.170239e-04|          4.170239e-04|   3.810694e+02|           1.457083e+01|           1.457083e+01|  -8.628715e-01|           1.561415e-02|           1.561415e-02| -2.181103e+00|          6.690550e-02|          6.690550e-02|            -12.288|            92.160|pflx_band              |                   1.146|flnc_sbpl              |                   1.734|
|GRB170614486|14 42 50.4|+47 30 00|2017-06-14 11:39:46.658|  26.880|    1.280|    2.560|2.1953e-05|   7.2661e-08|  12.6822|         0.6579|        18.368|  19.1028|       2.9654|  1.749037e-02|          8.042529e-04|          8.042529e-04|   3.489610e+02|           2.835831e+01|           2.835831e+01|  -1.125678e+00|           4.174328e-02|           4.174328e-02| -7.166532e+00|          3.093416e+02|          3.093416e+02|             -1.024|            31.744|pflx_comp              |                   0.970|flnc_comp              |                   1.209|
|GRB110117364|08 43 28.8|+47 35 24|2011-01-17 08:44:50.803|  72.448|    9.051|   -1.792|2.5605e-06|   1.0667e-07|   1.4225|         0.3185|         6.656|   6.2101|       2.0414|  6.950673e-03|          3.900617e-03|          3.900617e-03|   2.605099e+02|           1.220361e+02|           1.220361e+02|  -3.391449e-01|           7.320420e-01|           7.320420e-01| -1.691599e+00|          2.969595e-01|          2.969595e-01|             -1.024|             9.216|pflx_plaw              |                   1.037|flnc_comp              |                   1.037|
|GRB161205561|21 15 55.2|+47 39 00|2016-12-05 13:27:18.269|  33.536|    3.874|   -1.280|3.1749e-06|   3.8807e-08|   3.5604|         0.2240|        25.280|   5.8048|       1.3122|  5.960684e-03|          1.338505e-02|          1.338505e-02|   6.202491e+01|           1.189526e+02|           1.189526e+02|  -1.189570e+00|           1.615894e-01|           1.615894e-01| -1.643275e+00|          1.345861e-01|          1.345861e-01|             -6.144|            29.696|pflx_plaw              |                   1.037|flnc_plaw              |                   1.192|
|GRB140630505|01 50 19.2|+47 43 48|2014-06-30 12:07:52.823|  63.745|    2.769|   -1.280|7.6320e-06|   7.6928e-08|   2.4214|         0.2150|        19.520|   4.5116|       1.1677|  4.979773e-03|          9.116204e-04|          9.116204e-04|   2.638963e+02|           4.113043e+01|           4.113043e+01|  -9.869338e-01|           1.292021e-01|           1.292021e-01| -2.049351e+00|          1.211051e+00|          1.211051e+00|             -9.216|            61.440|pflx_plaw              |                   0.965|flnc_comp              |                   1.138|
|GRB100802240|00 09 52.2|+47 45 16|2010-08-02 05:45:35.676|  28.672|    3.167|   -1.792|1.2014e-06|   3.2284e-08|   1.3808|         0.1677|         0.320|   2.9091|       0.9424|  1.877679e-01|          1.195514e-01|          1.195514e-01|   8.577458e+01|           2.238370e+01|           2.238370e+01|   1.525211e+00|           7.908791e-01|           7.908791e-01| -1.937727e+00|          2.715985e-01|          2.715985e-01|             -2.048|             6.144|pflx_plaw              |                   1.086|flnc_comp              |                   1.056|
|GRB170711931|03 03 08.6|+47 51 00|2017-07-11 22:20:25.303|  12.288|    2.429|   -1.280|2.1242e-06|   2.4529e-08|   7.1978|         0.3036|         0.320|   9.1528|       1.3308|  6.235285e-03|          6.967438e-04|          6.967438e-04|   1.396373e+02|           2.183038e+01|           2.183038e+01|  -1.470384e+00|           8.687110e-02|           8.687110e-02| -5.717855e+00|          3.734216e+02|          3.734216e+02|             -2.048|            10.240|pflx_comp              |                   1.089|flnc_comp              |                   1.069|
|GRB170306588|10 18 28.8|+51 35 24|2017-03-06 14:07:22.273|  18.944|    0.923|    4.608|2.6920e-05|   7.1729e-08|  12.1363|         0.2829|         8.704|  15.1841|       1.2380|              |                      |                      |               |                       |                       |               |                       |                       |              |                      |                      |                   |                  |                       |                        |                       |                        |
|GRB171207055|20 57 33.6|+51 40 12|2017-12-07 01:18:42.452|   0.176|    0.072|   -0.064|2.2932e-07|   1.6415e-08|   1.3391|         0.1404|        -0.384|   5.3358|       1.0850|  1.692767e-02|          3.063300e-03|          3.063300e-03|   7.092097e+02|           1.894655e+02|           1.894655e+02|  -3.080446e-01|           2.851794e-01|           2.851794e-01| -6.103516e+00|          1.397368e+02|          1.397368e+02|             -0.064|             0.128|pflx_comp              |                   0.815|flnc_comp              |                   0.882|
|GRB170506169|07 29 02.4|+51 52 12|2017-05-06 04:02:48.201|   0.832|    1.950|   -0.448|2.1086e-07|   3.3186e-08|   3.0103|         0.2824|        -0.512|   7.7342|       1.6302|  2.065409e-02|          2.624344e-03|          2.624344e-03|   9.674503e+02|           3.314987e+02|           3.314987e+02|  -6.569756e-01|           1.657780e-01|           1.657780e-01| -2.201992e+00|          1.017542e+00|          1.017542e+00|             -0.064|             0.320|pflx_comp              |                   1.057|flnc_comp              |                   1.009|
|GRB161217128|14 26 31.2|+51 58 48|2016-12-17 03:03:45.786|   3.584|    2.360|   -1.536|5.1346e-07|   4.2226e-08|   1.8009|         0.2278|        -1.088|   3.1240|       1.0173|  4.706001e-03|          1.548605e-03|          1.548605e-03|   1.829465e+02|           5.569103e+01|           5.569103e+01|  -1.118007e+00|           2.615845e-01|           2.615845e-01| -5.722046e+00|          7.065021e+02|          7.065021e+02|             -2.048|             1.024|pflx_plaw              |                   0.949|flnc_plaw              |                   0.931|
|GRB130305486|07 47 03.6|+52 01 30|2013-03-05 11:39:11.369|  25.600|    1.557|    1.280|4.6490e-05|   7.1830e-08|  26.7696|         0.3759|         5.184|  30.1015|       1.5429|  1.180981e-02|          2.402932e-04|          2.402932e-04|   6.323929e+02|           2.858148e+01|           2.858148e+01|  -7.278150e-01|           1.950867e-02|           1.950867e-02| -2.482848e+00|          1.547231e-01|          1.547231e-01|            -12.288|            57.345|pflx_band              |                   1.035|flnc_band              |                   1.170|
|GRB130112286|15 44 07.2|+52 11 24|2013-01-12 06:52:07.524|  35.328|    1.846|  -29.696|2.6135e-06|   4.6856e-08|   5.6954|         0.2385|         1.280|   9.6360|       1.1169|  8.942242e-03|          1.444897e-03|          1.444897e-03|   1.752908e+02|           2.465707e+01|           2.465707e+01|  -9.432169e-01|           1.018749e-01|           1.018749e-01| -7.724351e+00|          1.902316e+03|          1.902316e+03|            -30.720|             6.144|pflx_comp              |                   0.978|flnc_comp              |                   1.148|
|GRB120226447|05 50 21.6|+52 21 00|2012-02-26 10:44:16.385|  14.592|    3.916|   -3.264|5.8476e-06|   7.8484e-08|   7.0728|         0.4909|         0.704|  16.8817|       3.1047|  1.233056e-02|          8.265115e-04|          8.265115e-04|   4.873212e+02|           6.588669e+01|           6.588669e+01|  -7.567584e-01|           7.565451e-02|           7.565451e-02| -6.668701e+00|          1.403308e+02|          1.403308e+02|             -4.096|             8.192|pflx_comp              |                   1.103|flnc_comp              |                   1.042|
|GRB180523782|11 13 31.2|+49 27 00|2018-05-23 18:46:28.107|   1.984|    1.350|   -0.064|2.5738e-07|   2.2569e-08|   1.6728|         0.2062|        -0.128|   4.5709|       0.8723|  6.965199e-03|          1.253411e-03|          1.253411e-03|   1.430798e+03|           6.877369e+02|           6.877369e+02|  -3.503770e-01|           2.756689e-01|           2.756689e-01| -8.918437e+00|          1.936705e+03|          1.936705e+03|             -0.064|             0.576|pflx_plaw              |                   0.921|flnc_comp              |                   0.931|
|GRB100212588|23 45 40.8|+49 29 24|2010-02-12 14:07:22.295|   4.864|    1.305|   -1.088|4.4542e-07|   1.5138e-08|   3.5051|         0.2789|        -0.640|   5.6677|       1.6653|  5.454250e-02|          3.536180e-02|          3.536180e-02|   5.903492e+01|           1.613174e+01|           1.613174e+01|  -2.173262e-01|           6.851481e-01|           6.851481e-01| -2.092000e+00|          0.000000e+00|          0.000000e+00|             -1.024|             1.024|pflx_plaw              |                   1.006|flnc_comp              |                   1.038|
|GRB140906175|16 33 26.4|+49 30 36|2014-09-06 04:11:38.696|  37.633|    9.691|  -11.520|1.5513e-06|   4.3360e-08|   2.6398|         0.2544|         0.320|   4.7437|       1.3480|  1.431512e-02|          4.250880e-03|          4.250880e-03|   1.053465e+02|           1.360560e+01|           1.360560e+01|  -8.010914e-01|           2.146542e-01|           2.146542e-01| -1.094027e+01|          7.715385e+04|          7.715385e+04|             -2.048|             5.120|pflx_plaw              |                   0.882|flnc_comp              |                   1.045|
|GRB121124606|05 51 43.2|+49 33 00|2012-11-24 14:32:07.299|   0.256|    0.842|   -0.128|5.6602e-08|   1.4227e-08|   0.8525|         0.2161|        -0.704|   5.3311|       1.2490|  1.396738e-02|          5.760849e-03|          5.760849e-03|   4.626712e+02|           3.329267e+02|           3.329267e+02|  -8.445609e-01|           3.784449e-01|           3.784449e-01| -6.869117e+00|          1.601695e+03|          1.601695e+03|             -0.064|             0.192|pflx_plaw              |                   0.991|flnc_plaw              |                   0.993|
|GRB170724543|11 28 04.8|+49 33 36|2017-07-24 13:02:30.900|  19.200|    4.419|   -0.512|1.2288e-06|   3.1816e-08|   2.5819|         0.2052|         0.768|   4.3595|       0.9964|  5.907091e-03|          1.032770e-03|          1.032770e-03|   4.258310e+02|           7.968314e+01|           7.968314e+01|  -4.954492e-01|           1.941662e-01|           1.941662e-01| -2.352516e+00|          2.874614e+01|          2.874614e+01|             -1.024|             6.144|pflx_comp              |                   1.032|flnc_comp              |                   1.051|
|GRB130815420|10 58 50.4|+49 34 12|2013-08-15 10:05:07.886| 236.292|    0.810|   -5.888|4.5851e-05|   1.0204e-07|   7.9781|         0.3317|       228.611|  10.7373|       1.4704|  9.967600e-03|          3.475389e-04|          3.475389e-04|   2.291022e+02|           1.006368e+01|           1.006368e+01|  -1.030507e+00|           2.379823e-02|           2.379823e-02| -1.351015e+01|          4.130321e+05|          4.130321e+05|            -28.672|           244.740|pflx_comp              |                   1.084|flnc_comp              |                   1.400|
|GRB140620219|18 47 28.8|+49 43 48|2014-06-20 05:15:28.017|  45.825|   12.130|  -13.824|6.1453e-06|   6.4030e-08|   6.3181|         0.3631|         6.080|   9.1279|       1.6891|  2.570197e-02|          1.043641e-02|          1.043641e-02|   6.947841e+01|           1.072259e+01|           1.072259e+01|  -8.496537e-01|           1.905073e-01|           1.905073e-01| -2.091635e+00|          8.071064e-02|          8.071064e-02|             -4.096|            25.600|pflx_comp              |                   1.113|flnc_comp              |                   1.041|
|GRB160206430|12 17 02.4|+52 24 36|2016-02-06 10:19:12.431|  21.504|    4.199|   -5.632|2.7962e-06|   5.2127e-08|   3.0319|         0.2400|         3.392|   5.8422|       1.2227|  7.523126e-03|          7.980340e-04|          7.980340e-04|   3.452787e+02|           4.733585e+01|           4.733585e+01|  -7.595119e-01|           9.768671e-02|           9.768671e-02| -1.118545e+01|          5.398594e+04|          5.398594e+04|             -1.024|            21.504|pflx_comp              |                   1.014|flnc_comp              |                   1.065|
|GRB110605183|00 59 48.0|+52 27 36|2011-06-05 04:23:32.304|  82.689|    3.083|    1.536|1.9252e-05|   5.5931e-08|   8.2168|         0.3676|         3.520|  10.0433|       1.5123|  2.241250e-02|          2.128547e-03|          2.128547e-03|   1.510099e+02|           9.217697e+00|           9.217697e+00|  -6.097516e-01|           6.215435e-02|           6.215435e-02| -2.219968e+00|          1.067491e-01|          1.067491e-01|             -2.048|            60.416|pflx_comp              |                   0.991|flnc_band              |                   1.082|
|GRB180201780|05 03 16.8|+52 30 00|2018-02-01 18:43:45.497|   0.640|    0.547|   -0.576|1.2710e-07|   1.8577e-08|   1.5730|         0.2316|        -0.576|   6.7468|       1.3130|  9.766596e-02|          1.816162e-02|          1.816162e-02|   4.079680e+02|           3.036597e+02|           3.036597e+02|  -1.721982e+00|           2.261139e-01|           2.261139e-01| -2.229163e+00|          6.452713e-01|          6.452713e-01|             -0.192|             0.064|pflx_plaw              |                   0.949|flnc_plaw              |                   1.185|
|GRB180130744|09 07 19.2|+52 41 24|2018-01-30 17:51:26.791|   0.256|    0.916|   -0.192|8.1398e-08|   1.6276e-08|   1.3067|         0.4570|        -0.512|   6.2686|       2.3431|  7.662417e-02|          1.651872e-01|          1.651872e-01|   1.894699e+02|           7.848252e+01|           7.848252e+01|   1.746922e-01|           7.343486e-01|           7.343486e-01| -2.193000e+00|          0.000000e+00|          0.000000e+00|             -0.128|            -0.064|pflx_plaw              |                   1.100|flnc_plaw              |                   1.098|
|GRB140311885|16 49 09.8|+52 44 49|2014-03-11 21:14:35.646|  72.193|    8.764|   -4.352|7.0240e-06|   6.7481e-08|   3.2097|         0.2839|         0.576|   5.8091|       1.5487|  1.085338e-02|          2.510258e-03|          2.510258e-03|   1.233160e+02|           1.464579e+01|           1.464579e+01|  -6.838291e-01|           1.344190e-01|           1.344190e-01| -2.486162e+00|          3.236625e-01|          3.236625e-01|            -11.264|            46.081|pflx_plaw              |                   0.867|flnc_comp              |                   0.995|
|GRB120101354|12 23 28.8|+52 54 36|2012-01-01 08:30:06.908|   0.128|    0.072|   -0.096|1.0925e-07|   1.3869e-08|   1.0066|         0.1692|        -0.896|   7.4363|       0.9739|  5.008040e-02|          2.364566e-02|          2.364566e-02|   2.041104e+02|           5.713356e+01|           5.713356e+01|  -3.443641e-01|           3.500910e-01|           3.500910e-01| -8.879881e+00|          7.013091e+03|          7.013091e+03|             -0.064|             0.064|pflx_plaw              |                   0.918|flnc_comp              |                   0.934|
|GRB150416773|03 55 00.0|+52 57 36|2015-04-16 18:33:25.965|  33.281|    3.665|    0.512|6.2375e-06|   5.9016e-08|   3.8042|         0.2106|        12.800|   5.4474|       0.9844|  7.498116e-03|          8.216365e-04|          8.216365e-04|   3.173609e+02|           4.653558e+01|           4.653558e+01|  -5.324586e-01|           9.242636e-02|           9.242636e-02| -1.838320e+00|          9.515274e-02|          9.515274e-02|             -3.072|            32.768|pflx_comp              |                   0.956|flnc_sbpl              |                   1.112|
|GRB161022114|08 36 00.5|+54 20 56|2016-10-22 02:43:45.921|  26.368|    6.323|  -15.872|1.7294e-06|   8.7850e-08|   2.8943|         0.4239|        -1.856|   6.3321|       2.6795|  2.338270e+00|          2.296913e+01|          2.296913e+01|   5.251691e+01|           3.520748e+01|           3.520748e+01|   1.875069e+00|           1.820092e+00|           1.820092e+00| -1.711361e+00|          1.387993e-01|          1.387993e-01|             -4.096|             0.000|pflx_plaw              |                   1.020|flnc_plaw              |                   1.084|
|GRB130420539|12 12 30.7|+54 23 26|2013-04-20 12:56:32.988|  13.824|    5.278|   -7.168|1.5971e-06|   5.7693e-08|   2.4037|         0.2051|        -0.192|   3.8994|       1.1848|  1.474703e-02|          3.710615e-03|          3.710615e-03|   9.080380e+01|           1.077135e+01|           1.077135e+01|  -5.803202e-01|           1.662053e-01|           1.662053e-01| -3.589270e+00|          3.594833e+02|          3.594833e+02|             -3.072|            10.240|pflx_plaw              |                   0.995|flnc_comp              |                   1.092|
|GRB180428102|06 08 28.8|+54 46 48|2018-04-28 02:27:15.309|  64.510|    0.923|    0.003|5.2549e-06|   4.3172e-08|   5.7407|         0.3233|         1.024|  11.0833|       1.5379|  1.182175e-02|          8.739696e-03|          8.739696e-03|   6.189266e+01|           3.271634e+01|           3.271634e+01|  -9.648553e-01|           6.351036e-01|           6.351036e-01| -1.786418e+00|          6.248436e-02|          6.248436e-02|             -1.024|            45.056|pflx_comp              |                   1.125|flnc_comp              |                   1.237|
|GRB120522361|03 44 16.8|+54 51 00|2012-05-22 08:39:16.839|  28.160|    8.039|  -11.520|9.3244e-06|   5.0849e-08|  15.2289|         0.5183|         9.088|  17.0215|       2.1589|  4.397152e-02|          2.099685e-02|          2.099685e-02|   5.680024e+01|           1.164321e+01|           1.164321e+01|  -8.499950e-01|           2.868347e-01|           2.868347e-01| -2.000192e+00|          9.772635e-02|          9.772635e-02|             -5.120|            19.456|pflx_comp              |                   0.935|flnc_sbpl              |                   1.023|
|GRB130228111|17 01 50.4|+55 01 12|2013-02-28 02:40:02.166| 107.778|    1.448|   -9.984|8.2787e-06|   5.6910e-08|   5.1584|         0.3087|        72.961|   8.1573|       1.2699|  6.148267e-03|          5.430575e-04|          5.430575e-04|   3.087321e+02|           3.475943e+01|           3.475943e+01|  -8.835381e-01|           6.987065e-02|           6.987065e-02| -2.149538e+00|          1.197564e+00|          1.197564e+00|            -13.312|           100.352|pflx_comp              |                   1.057|flnc_comp              |                   1.063|
|GRB151014592|00 01 33.6|+55 04 12|2015-10-14 14:13:03.581|  34.304|    1.448|   -1.024|2.8912e-06|   3.6013e-08|   3.0076|         0.2073|        -0.384|   3.8333|       0.9775|  7.300921e-02|          1.007209e-01|          1.007209e-01|   5.068944e+01|           1.116120e+01|           1.116120e+01|   5.218690e-02|           1.180296e+00|           1.180296e+00| -1.961184e+00|          5.056698e+00|          5.056698e+00|             -3.072|            29.696|pflx_plaw              |                   1.073|flnc_comp              |                   1.188|
|GRB140829880|17 02 21.6|+55 55 48|2014-08-29 21:07:27.466|  77.568|    2.064|   -1.024|5.3902e-06|   1.2456e-07|   2.9853|         0.3844|        11.520|   8.1965|       2.0337|  7.517365e-03|          1.608005e-03|          1.608005e-03|   2.386295e+02|           4.750264e+01|           4.750264e+01|  -6.596146e-01|           2.033122e-01|           2.033122e-01| -2.462889e+00|          7.850273e+00|          7.850273e+00|             -2.048|            76.800|pflx_plaw              |                   1.003|flnc_comp              |                   1.088|
|GRB100722291|02 07 14.4|+56 13 48|2010-07-22 06:58:24.724|   1.280|    0.905|   -1.216|1.0386e-07|   2.4960e-08|   1.7259|         0.4437|        -0.960|   7.3979|       2.0888|              |                      |                      |               |                       |                       |               |                       |                       |              |                      |                      |                   |                  |                       |                        |                       |                        |
|GRB170428136|00 19 02.4|+56 13 48|2017-04-28 03:16:17.458|  27.648|    3.974|   -5.632|2.7361e-06|   3.1502e-08|   2.9313|         0.3375|        -0.256|   6.1244|       1.8915|  1.821203e-02|          3.947461e-03|          3.947461e-03|   7.964856e+01|           7.006378e+00|           7.006378e+00|  -8.035729e-01|           1.386980e-01|           1.386980e-01| -8.565571e+00|          1.720267e+03|          1.720267e+03|             -7.168|            26.624|pflx_plaw              |                   0.963|flnc_comp              |                   1.109|
|GRB130813791|13 36 07.2|+56 20 24|2013-08-13 18:59:22.758|  11.264|    1.145|   -9.472|1.2314e-06|   2.1521e-08|   3.1686|         0.2074|        -9.728|   6.3752|       1.1177|  1.368052e-02|          3.894983e-03|          3.894983e-03|   6.785842e+01|           6.614346e+00|           6.614346e+00|  -9.722466e-01|           1.701536e-01|           1.701536e-01| -3.062965e+00|          1.878931e+02|          1.878931e+02|            -10.240|             2.048|pflx_plaw              |                   0.877|flnc_comp              |                   0.964|
|GRB120616630|05 18 45.6|+56 26 24|2012-06-16 15:06:50.639|   0.048|    0.484|   -0.048|2.5760e-07|   1.1567e-08|   0.7681|         0.2253|        -0.576|   7.2297|       1.0567|  1.994787e-02|          4.630462e-03|          4.630462e-03|   6.482740e+02|           3.090355e+02|           3.090355e+02|  -1.040694e-01|           4.368718e-01|           4.368718e-01| -2.997070e+00|          4.168909e+00|          4.168909e+00|             -0.064|             0.064|pflx_plaw              |                   1.098|flnc_plaw              |                   1.047|
|GRB170626401|11 01 39.4|+56 28 08|2017-06-26 09:37:21.954|  12.288|    0.362|    0.512|1.5101e-05|   6.0049e-08|  37.1716|         0.4595|         1.088|  44.0489|       1.9141|  8.133372e-02|          4.971705e-03|          4.971705e-03|   9.658604e+01|           2.596222e+00|           2.596222e+00|  -7.715840e-01|           3.386742e-02|           3.386742e-02| -2.714113e+00|          1.193953e-01|          1.193953e-01|             -1.024|            15.360|pflx_band              |                   0.926|flnc_band              |                   1.132|
|GRB130706900|19 57 26.4|+56 28 48|2013-07-06 21:36:07.810|   0.128|    1.118|   -0.064|1.8650e-07|   2.1250e-08|   0.7579|         0.1700|        -0.128|   7.4901|       0.9799|  2.917349e-02|          7.218790e-03|          7.218790e-03|   4.350957e+02|           1.297011e+02|           1.297011e+02|  -4.627374e-01|           2.477808e-01|           2.477808e-01| -6.103516e+00|          2.175901e+02|          2.175901e+02|             -0.064|             0.064|pflx_plaw              |                   0.989|flnc_comp              |                   0.891|
|GRB130818941|12 49 09.6|+57 34 48|2013-08-18 22:34:33.785|  25.344|    3.183|  -16.896|3.5262e-06|   6.8296e-08|   6.2465|         0.3104|         7.040|   9.9401|       1.5390|  1.030404e-02|          1.685650e-03|          1.685650e-03|   2.114330e+02|           3.703923e+01|           3.703923e+01|  -8.736786e-01|           1.057327e-01|           1.057327e-01| -2.297474e+00|          3.361967e-01|          3.361967e-01|             -4.352|             9.984|pflx_comp              |                   0.952|flnc_comp              |                   1.018|
|GRB140930134|02 46 26.4|+57 34 48|2014-09-30 03:12:32.489|   3.264|    1.619|   -0.704|2.4858e-07|   2.1561e-08|   2.0069|         0.1899|        -0.192|   4.7259|       0.8919|  4.673559e-03|          7.611345e-04|          7.611345e-04|   7.922586e+02|           3.161666e+02|           3.161666e+02|  -6.920090e-01|           1.913492e-01|           1.913492e-01| -7.711351e+00|          1.196360e+03|          1.196360e+03|             -1.024|             1.024|pflx_plaw              |                   0.982|flnc_comp              |                   0.900|
|GRB180803590|04 46 31.2|+57 39 00|2018-08-03 14:09:49.734|   0.384|    2.382|   -0.384|1.8976e-07|   5.1973e-08|   0.8884|         0.1726|        -0.576|   4.4711|       0.8945|              |                      |                      |               |                       |                       |               |                       |                       |              |                      |                      |                   |                  |                       |                        |                       |                        |
|GRB140727748|04 34 07.2|+57 39 36|2014-07-27 17:56:44.855|  13.824|    1.864|   -1.792|1.3213e-06|   4.5601e-08|   3.5852|         0.2671|         0.640|   5.5180|       1.2872|  4.267810e-02|          7.606845e-02|          7.606845e-02|   4.892386e+01|           1.729050e+01|           1.729050e+01|  -3.991716e-01|           7.639612e-01|           7.639612e-01| -2.007193e+00|          1.296217e-01|          1.296217e-01|             -2.048|            12.288|pflx_plaw              |                   0.937|flnc_comp              |                   0.983|
|GRB160709370|17 45 48.0|+57 49 12|2016-07-09 08:52:30.456|  38.657|    1.864|   -0.768|7.0224e-06|   5.0520e-08|   4.4108|         0.3075|         9.152|   6.5608|       1.4482|  7.257790e-03|          7.944764e-04|          7.944764e-04|   1.836865e+02|           1.853294e+01|           1.853294e+01|  -1.135563e+00|           7.180726e-02|           7.180726e-02| -2.223001e+00|          2.957621e-01|          2.957621e-01|             -4.096|            45.056|pflx_comp              |                   0.975|flnc_comp              |                   1.039|
|GRB161115745|23 26 21.6|+58 03 36|2016-11-15 17:52:31.624|   0.032|    2.240|   -0.048|1.6436e-07|   2.2797e-08|   0.2429|         0.1562|        -0.064|   6.2573|       0.8757|  2.746024e-02|          9.635474e-03|          9.635474e-03|   5.217672e+02|           2.477319e+02|           2.477319e+02|  -2.442005e-01|           4.541503e-01|           4.541503e-01| -4.079555e+00|          2.607266e+01|          2.607266e+01|             -0.064|             0.000|pflx_plaw              |                   0.994|flnc_plaw              |                   0.994|
|GRB180426549|13 29 38.4|+58 10 12|2018-04-26 13:11:00.846|  16.189|    0.831|    0.003|1.0632e-05|   3.3239e-08|  14.0796|         0.4851|         0.704|  18.3930|       2.1606|  7.964484e-02|          1.296172e-02|          1.296172e-02|   1.629092e+02|           1.913652e+01|           1.913652e+01|  -4.409442e-01|           1.108430e-01|           1.108430e-01| -2.128572e+00|          1.273882e-01|          1.273882e-01|             -0.320|             7.360|pflx_comp              |                   1.005|flnc_comp              |                   1.216|
