Results from heasarc_fermigbrst: Fermi GBM Burst Catalog
Coordinate system:  Equatorial
|name        |ra        |dec      |trigger_time           |t90     |t90_error|t90_start|fluence   |fluence_error|flux_1024|flux_1024_error|flux_1024_time|flux_64  |flux_64_error|flnc_band_ampl|flnc_band_ampl_pos_err|flnc_band_ampl_neg_err|flnc_band_epeak|flnc_band_epeak_pos_err|flnc_band_epeak_neg_err|flnc_band_alpha|flnc_band_alpha_pos_err|flnc_band_alpha_neg_err|flnc_band_beta|flnc_band_beta_pos_err|flnc_band_beta_neg_err|flnc_spectrum_start|flnc_spectrum_stop|pflx_best_fitting_model|pflx_best_model_redchisq|flnc_best_fitting_model|flnc_best_model_redchisq|
|GRB150203545|10 27 31.2|-21 48 36|2015-02-03 13:04:30.398|  23.808|    1.619|   -1.536|3.6398e-06|   2.1161e-08|   4.5721|         0.3102|         6.400|   7.3888|       1.4801|  2.761391e-02|          7.337367e-03|          7.337367e-03|   9.132261e+01|           8.114708e+00|           8.114708e+00|  -3.766976e-01|           1.748717e-01|           1.748717e-01| -2.855392e+00|          6.676290e-01|          6.676290e-01|             -3.072|            55.296|pflx_comp              |                   0.959|flnc_comp              |                   1.018|
|GRB131202633|22 56 13.0|-21 39 46|2013-12-02 15:12:10.851|  19.968|    7.748|   -4.352|8.1695e-07|   5.2580e-08|   1.6924|         0.2267|        -1.664|   3.6610|       1.1340|  4.920458e-03|          7.906715e-03|          7.906715e-03|   1.112893e+02|           1.352704e+02|           1.352704e+02|  -9.056658e-01|           5.068854e-01|           5.068854e-01| -1.754867e+00|          1.071670e+00|          1.071670e+00|             -4.096|             6.144|pflx_plaw              |                   1.037|flnc_plaw              |                   1.147|
|GRB150912443|16 33 46.3|-21 02 02|2015-09-12 10:37:38.705|  33.537|    5.843|   -7.424|3.4323e-06|   5.7353e-08|   2.9005|         0.2648|         2.176|   5.6482|       1.3838|  4.047806e-03|          5.105407e-04|          5.105407e-04|   2.994138e+02|           7.700854e+01|           7.700854e+01|  -1.286779e+00|           9.017950e-02|           9.017950e-02| -8.180711e+00|          5.705690e+03|          5.705690e+03|            -16.384|            22.528|pflx_plaw              |                   1.078|flnc_comp              |                   1.132|
|GRB101216721|18 57 04.8|-20 58 12|2010-12-16 17:17:52.544|   1.917|    0.551|    0.003|3.0436e-06|   6.7826e-08|  18.7521|         0.4214|         0.128|  25.0821|       1.8379|  4.685534e-02|          4.329782e-03|          4.329782e-03|   1.525949e+02|           9.295303e+00|           9.295303e+00|  -8.620335e-01|           6.435305e-02|           6.435305e-02| -4.954225e+00|          1.154943e+01|          1.154943e+01|             -0.512|             2.624|pflx_comp              |                   0.924|flnc_comp              |                   0.987|
|GRB100204858|06 05 09.6|-20 56 24|2010-02-04 20:36:03.767|   1.920|    2.375|   -0.640|3.1472e-07|   2.6296e-08|   1.2689|         0.1526|        -0.768|   3.8451|       0.8645|  1.441322e-02|          1.124881e-02|          1.124881e-02|   5.386361e+02|           4.205917e+02|           4.205917e+02|  -7.213472e-01|           6.166384e-01|           6.166384e-01| -1.969253e+00|          1.596550e+02|          1.596550e+02|             -0.064|             0.000|pflx_plaw              |                   0.822|flnc_plaw              |                   0.821|
|GRB131123543|03 32 57.6|-20 52 48|2013-11-23 13:01:58.134|   3.136|    0.716|    0.000|4.0835e-07|   2.7357e-08|   2.8209|         0.2258|        -0.064|   6.6479|       1.1626|  5.986651e-03|          9.221090e-04|          9.221090e-04|   3.953192e+02|           1.059072e+02|           1.059072e+02|  -7.818332e-01|           1.533763e-01|           1.533763e-01| -9.190663e+00|          1.573021e+04|          1.573021e+04|             -1.024|             3.072|pflx_comp              |                   0.878|flnc_comp              |                   0.917|
|GRB150422703|14 20 24.0|-20 51 36|2015-04-22 16:52:33.993|  36.865|    0.572|    1.536|2.9897e-05|   9.2066e-08|  17.0446|         0.3502|        11.648|  20.1619|       1.4217|  3.219822e-02|          2.513122e-03|          2.513122e-03|   9.067527e+01|           4.280189e+00|           4.280189e+00|  -1.103617e+00|           4.113257e-02|           4.113257e-02| -2.299068e+00|          6.497359e-02|          6.497359e-02|            -46.080|            48.128|pflx_comp              |                   1.082|flnc_band              |                   1.478|
|GRB130909817|13 12 43.2|-20 47 24|2013-09-09 19:36:08.897|  33.792|    7.322|  -14.848|1.9770e-06|   5.8364e-08|   1.4470|         0.2125|        -0.384|   3.3034|       1.1068|  5.105897e-03|          6.102488e-03|          6.102488e-03|   1.099504e+02|           5.953438e+01|           5.953438e+01|  -8.873512e-01|           7.012848e-01|           7.012848e-01| -2.328306e+01|          2.553750e+11|          2.553750e+11|              0.000|             4.096|                       |                        |flnc_plaw              |                   0.943|
|GRB151229285|21 57 28.8|-20 43 57|2015-12-29 06:50:27.954|   3.456|    1.032|   -0.128|1.1088e-06|   1.5782e-08|  11.0419|         0.3360|        -0.128|  15.7419|       1.5524|  1.432920e-02|          2.143962e-03|          2.143962e-03|   1.040199e+02|           1.415025e+01|           1.415025e+01|  -1.307387e+00|           9.063375e-02|           9.063375e-02| -1.042164e+01|          9.011554e+04|          9.011554e+04|             -1.024|             2.048|pflx_comp              |                   1.127|flnc_comp              |                   1.053|
|GRB141223240|09 49 31.2|-20 42 36|2014-12-23 05:45:37.970|  94.208|    3.974|   -3.584|1.8207e-06|   4.5684e-08|   1.8719|         0.2242|         1.408|   3.9716|       1.2900|  1.993259e-02|          7.807173e-03|          7.807173e-03|   7.401711e+01|           9.079102e+00|           9.079102e+00|  -4.639087e-01|           2.843045e-01|           2.843045e-01| -8.990527e+00|          2.465698e+03|          2.465698e+03|             -3.072|             6.144|pflx_plaw              |                   0.868|flnc_plaw              |                   1.265|
|GRB100615083|11 48 49.0|-19 28 55|2010-06-15 01:59:04.371|  37.377|    0.979|    0.320|8.7234e-06|   8.1997e-08|   8.3251|         0.2205|         9.728|  10.1203|       0.9570|  2.607376e-02|          8.129841e-03|          8.129841e-03|   5.354562e+01|           7.504539e+00|           7.504539e+00|  -9.064326e-01|           1.559606e-01|           1.559606e-01| -1.803076e+00|          3.070354e-02|          3.070354e-02|             -1.024|            39.936|pflx_sbpl              |                   0.994|flnc_band              |                   1.192|
|GRB170723076|09 03 45.6|-19 26 24|2017-07-23 01:49:10.405|  20.224|    2.429|   -4.096|1.8645e-06|   6.7128e-08|   1.1799|         0.1844|         1.280|   3.3683|       1.0595|  6.504386e-03|          1.382448e+01|          1.382448e+01|   1.642893e+01|           7.051684e+04|           7.051684e+04|  -1.069253e+00|           6.108540e+02|           6.108540e+02| -1.442888e+00|          6.904739e-02|          6.904739e-02|             -4.096|             3.072|pflx_plaw              |                   0.993|flnc_plaw              |                   1.017|
|GRB150415029|14 42 31.2|-19 20 24|2015-04-15 00:41:07.531|  34.557|    4.104|    0.003|3.8467e-06|   4.1502e-08|   2.9766|         0.1962|         0.512|   4.0994|       0.7130|  1.325227e-02|          2.946444e-03|          2.946444e-03|   1.539180e+02|           1.221675e+01|           1.221675e+01|  -3.437971e-01|           1.697557e-01|           1.697557e-01| -9.810947e+00|          4.626855e+03|          4.626855e+03|              0.000|            21.504|pflx_plaw              |                   1.035|flnc_comp              |                   0.952|
|GRB100324172|02 38 41.3|-19 17 13|2010-03-24 04:07:36.487|  17.920|    2.064|    0.576|4.2793e-05|   1.7233e-07|  29.5386|         0.3039|         4.608|  36.8745|       1.3022|  2.836293e-02|          5.225800e-04|          5.225800e-04|   4.420692e+02|           1.461520e+01|           1.461520e+01|  -5.891154e-01|           1.863193e-02|           1.863193e-02| -5.192129e+00|          1.004102e+01|          1.004102e+01|             -1.024|            36.864|pflx_comp              |                   1.034|flnc_comp              |                   1.120|
|GRB141229492|04 49 42.8|-19 13 58|2014-12-29 11:48:59.836|  13.824|    6.661|    0.000|5.5962e-06|   7.0209e-08|   9.2235|         0.3134|        -0.064|  12.1406|       1.3133|  1.840557e-02|          4.132673e-03|          4.132673e-03|   1.720153e+02|           3.336084e+01|           3.336084e+01|  -5.575641e-01|           1.608089e-01|           1.608089e-01| -1.842681e+00|          9.461594e-02|          9.461594e-02|             -1.024|             9.216|pflx_comp              |                   0.988|flnc_sbpl              |                   0.991|
|GRB120916085|05 28 09.6|-19 13 12|2012-09-16 02:02:15.905|   1.280|    1.493|   -0.256|7.3336e-08|   1.0412e-08|   1.1299|         0.1466|        -0.512|   4.1375|       0.8495|  1.239035e-02|          3.708621e-03|          3.708621e-03|   1.455230e+03|           2.637706e+03|           2.637706e+03|  -9.713387e-01|           3.385103e-01|           3.385103e-01| -7.967948e+00|          1.054939e+05|          1.054939e+05|             -0.192|            -0.128|pflx_plaw              |                   0.940|flnc_plaw              |                   0.940|
|GRB160818198|06 57 12.0|-19 13 12|2016-08-18 04:44:52.897|   6.400|    0.923|   -1.280|1.6843e-06|   1.3638e-08|   7.8819|         0.3002|         2.816|  10.6771|       1.3626|  9.493876e-03|          1.555435e-03|          1.555435e-03|   7.561890e+01|           1.064098e+01|           1.064098e+01|  -1.331369e+00|           9.993875e-02|           9.993875e-02| -3.361495e+00|          2.510721e+00|          2.510721e+00|             -3.072|             6.144|pflx_comp              |                   1.061|flnc_comp              |                   1.051|
|GRB180701469|13 21 52.8|-16 22 12|2018-07-01 11:15:04.510|  25.601|    1.619|    2.304|4.3789e-06|   3.5303e-08|   3.3560|         0.2177|         9.344|   6.9959|       1.1939|  2.364524e-02|          1.247814e-02|          1.247814e-02|   2.479144e+02|           8.155753e+01|           8.155753e+01|   6.241552e-03|           5.773019e-01|           5.773019e-01| -2.254079e+00|          7.287280e-01|          7.287280e-01|              9.216|            10.240|pflx_comp              |                   1.175|flnc_comp              |                   1.117|
|GRB170803729|11 39 44.4|-16 18 43|2017-08-03 17:30:27.112|   3.584|    0.320|   -0.192|1.8854e-06|   2.4381e-08|   9.1445|         0.2512|        -0.064|  16.1705|       1.1411|  1.596877e-02|          1.960298e-03|          1.960298e-03|   1.641146e+02|           1.259120e+01|           1.259120e+01|  -1.018108e+00|           8.397484e-02|           8.397484e-02| -4.738561e+00|          2.047242e+01|          2.047242e+01|             -1.024|             4.096|pflx_comp              |                   1.056|flnc_comp              |                   1.170|
|GRB160515819|05 22 16.8|-16 18 36|2016-05-15 19:38:41.037|  84.481|    3.208|   -0.768|5.9999e-06|   9.1345e-08|   3.4509|         0.2438|         9.984|   5.1415|       1.3038|  5.630470e-03|          1.397118e-03|          1.397118e-03|   1.117740e+02|           4.114710e+01|           4.114710e+01|  -1.121855e+00|           1.839389e-01|           1.839389e-01| -1.819697e+00|          8.630717e-02|          8.630717e-02|             -3.072|            93.184|pflx_plaw              |                   1.004|flnc_comp              |                   1.143|
|GRB150424403|12 11 02.2|-16 12 43|2015-04-24 09:39:59.679|  36.096|    5.954|   -8.960|3.8455e-06|   7.9191e-08|   3.8240|         0.3022|        -0.384|   5.3866|       1.4076|  3.741353e-02|          2.255938e-02|          2.255938e-02|   4.705757e+01|           6.639748e+00|           6.639748e+00|  -4.860752e-01|           3.473123e-01|           3.473123e-01| -2.192205e+00|          1.585655e-01|          1.585655e-01|             -9.216|            21.504|pflx_comp              |                   0.988|flnc_comp              |                   1.109|
|GRB120831901|09 36 04.8|-16 12 36|2012-08-31 21:37:31.875|   0.384|    0.547|   -0.256|2.5147e-07|   2.9489e-08|   1.9271|         0.2469|        -0.320|   9.9497|       1.3481|  3.332277e-02|          6.933580e-03|          6.933580e-03|   6.633823e+02|           2.791151e+02|           2.791151e+02|  -5.648095e-01|           2.524730e-01|           2.524730e-01| -2.729944e+00|          1.915927e+00|          1.915927e+00|             -0.064|             0.064|pflx_plaw              |                   0.874|flnc_comp              |                   1.015|
|GRB101201418|00 07 49.2|-16 11 46|2010-12-01 10:01:49.740| 112.639|    7.455|    0.003|2.3743e-05|   9.8978e-08|   6.9485|         0.3053|        32.385|   8.7188|       1.3374|  4.558098e-02|          3.824982e-02|          3.824982e-02|   5.866891e+01|           6.399998e+00|           6.399998e+00|  -4.759640e-01|           1.626503e-01|           1.626503e-01| -1.757568e+00|          1.916789e-02|          1.916789e-02|             -3.072|            94.208|pflx_comp              |                   0.982|flnc_sbpl              |                   1.076|
|GRB130418844|14 26 07.2|-17 32 24|2013-04-18 20:14:45.486| 169.472|    2.560|  -45.056|5.9823e-06|   3.3945e-08|   4.7135|         0.2813|         3.712|   8.2745|       1.3484|  1.104916e-02|          2.279400e-03|          2.279400e-03|   6.190469e+01|           4.138847e+00|           4.138847e+00|  -1.065300e+00|           1.164942e-01|           1.164942e-01| -3.303980e+00|          6.540728e-02|          6.540728e-02|            -17.408|           107.520|pflx_plaw              |                   1.074|flnc_comp              |                   0.889|
|GRB180805543|01 43 15.1|-17 30 11|2018-08-05 13:02:36.516|   0.960|    0.590|   -0.448|3.6620e-07|   1.2009e-08|   2.5679|         0.2275|        -0.064|   8.3198|       1.1272|              |                      |                      |               |                       |                       |               |                       |                       |              |                      |                      |                   |                  |                       |                        |                       |                        |
|GRB120130699|10 00 09.6|-17 27 00|2012-01-30 16:47:10.881|  27.776|    0.694|   -0.640|6.6122e-06|   1.4081e-07|   8.1559|         0.4119|        10.688|  12.2924|       1.8943|  1.612176e-01|          8.169427e-02|          8.169427e-02|   5.406239e+01|           5.565178e+00|           5.565178e+00|  -6.971716e-02|           3.196588e-01|           3.196588e-01| -2.195180e+00|          1.311052e-01|          1.311052e-01|             -1.024|            52.224|pflx_comp              |                   0.938|flnc_comp              |                   1.083|
|GRB141102112|14 52 55.2|-17 25 12|2014-11-02 02:41:16.339|   0.016|    0.066|   -0.032|7.3632e-08|   1.3966e-08|   0.5205|         0.2685|         0.000|   2.9837|       1.3693|  4.579145e-02|          2.308107e-02|          2.308107e-02|   2.922196e+02|           1.244307e+02|           1.244307e+02|  -4.995758e-01|           4.408658e-01|           4.408658e-01| -1.862645e+01|          2.754300e+08|          2.754300e+08|             -0.064|             0.000|pflx_plaw              |                   0.833|flnc_plaw              |                   0.832|
|GRB100221368|01 48 28.8|-17 24 36|2010-02-21 08:50:26.486|  23.552|    1.032|   -3.328|1.8334e-06|   3.1273e-08|   1.7726|         0.1440|         3.264|   3.5652|       0.7283|  8.592124e-03|          4.075843e-03|          4.075843e-03|   1.124661e+02|           4.853434e+01|           4.853434e+01|  -5.695429e-01|           3.493987e-01|           3.493987e-01| -1.857775e+00|          3.600398e-01|          3.600398e-01|             -4.096|            20.480|pflx_plaw              |                   1.095|flnc_comp              |                   0.976|
|GRB110204179|00 07 16.8|-17 24 00|2011-02-04 04:17:11.372|  28.672|    6.720|   -3.840|3.0959e-06|   6.5805e-08|   3.5507|         0.2684|         3.520|   5.2820|       1.4175|  1.179781e-02|          1.982493e-03|          1.982493e-03|   1.580408e+02|           1.703455e+01|           1.703455e+01|  -7.640158e-01|           1.060544e-01|           1.060544e-01| -2.317500e+01|          3.012057e+10|          3.012057e+10|             -2.048|            11.264|pflx_comp              |                   1.028|flnc_comp              |                   1.093|
|GRB130811186|12 51 33.6|-17 02 24|2013-08-11 04:28:01.687|  44.801|   10.780|   -2.304|6.3819e-06|   7.8857e-08|   4.3089|         0.2512|         5.440|   6.4955|       1.2237|  7.840946e-03|          9.973263e-04|          9.973263e-04|   1.141923e+02|           1.427985e+01|           1.427985e+01|  -1.193498e+00|           7.583869e-02|           7.583869e-02| -2.579325e+00|          5.484838e-01|          5.484838e-01|             -4.096|            25.600|pflx_comp              |                   1.033|flnc_comp              |                   1.159|
|GRB120410585|10 38 31.2|-17 00 00|2012-04-10 14:02:00.192|   1.088|    1.180|   -1.024|2.9072e-07|   2.1109e-08|   1.4594|         0.1813|        -0.192|   8.7611|       1.0655|  2.496982e-02|          4.122552e-03|          4.122552e-03|   5.129665e+02|           1.217117e+02|           1.217117e+02|  -7.573031e-02|           2.600586e-01|           2.600586e-01| -2.117779e+00|          1.057075e+00|          1.057075e+00|             -0.064|             0.128|pflx_comp              |                   1.036|flnc_comp              |                   1.170|
|GRB161218356|23 54 33.6|-16 57 00|2016-12-18 08:32:40.647|  25.857|    0.362|    1.536|8.5674e-05|   3.3245e-08|  74.0645|         0.5621|         1.664| 109.2430|       2.5498|  1.062505e-01|          2.133586e-03|          2.133586e-03|   2.096741e+02|           3.003952e+00|           3.003952e+00|  -4.785629e-01|           1.385635e-02|           1.385635e-02| -2.932799e+00|          1.039391e-01|          1.039391e-01|             -1.024|            33.792|pflx_band              |                   1.094|flnc_band              |                   1.629|
|GRB150911588|02 12 26.4|-16 56 24|2015-09-11 14:06:03.606|  46.081|    3.620|    1.024|9.0896e-06|   7.8408e-08|   4.7292|         0.2616|         4.288|   6.2511|       1.1122|  2.488621e-02|          4.592688e-03|          4.592688e-03|   9.871595e+01|           6.170666e+00|           6.170666e+00|  -4.405304e-01|           1.017880e-01|           1.017880e-01| -2.502863e+00|          1.542527e-01|          1.542527e-01|             -2.048|            41.984|pflx_comp              |                   0.942|flnc_comp              |                   1.063|
|GRB121119579|20 46 36.0|-16 55 12|2012-11-19 13:53:14.134|   2.304|    0.429|   -0.256|8.8147e-07|   2.3576e-08|   5.3696|         0.2807|        -0.128|   9.5846|       1.2748|  1.493944e-02|          5.997825e-03|          5.997825e-03|   7.308649e+01|           1.509658e+01|           1.509658e+01|  -8.809715e-01|           2.610286e-01|           2.610286e-01| -2.320913e+00|          6.473167e-01|          6.473167e-01|             -8.192|             2.048|pflx_comp              |                   1.002|flnc_comp              |                   1.124|
|GRB130723092|14 31 04.8|-16 51 36|2013-07-23 02:12:34.122|   8.192|    2.064|   -0.768|8.7076e-07|   3.0543e-08|   4.4327|         0.2689|        -0.320|   6.3919|       1.2038|  7.807382e-02|          4.945935e-02|          4.945935e-02|   4.732678e+01|           1.043321e+01|           1.043321e+01|  -3.276096e-01|           5.204500e-01|           5.204500e-01| -2.318662e+00|          2.551484e-01|          2.551484e-01|             -2.048|             2.048|pflx_plaw              |                   0.961|flnc_comp              |                   0.984|
|GRB180822423|13 58 09.6|-16 51 00|2018-08-22 10:08:27.091|   8.448|    0.724|   -0.512|2.2138e-06|   2.1099e-08|   7.2420|         0.3674|         5.888|   9.2555|       1.5042|              |                      |                      |               |                       |                       |               |                       |                       |              |                      |                      |                   |                  |                       |                        |                       |                        |
|GRB140627401|04 25 57.6|-16 45 36|2014-06-27 09:37:59.916|   7.424|    2.611|   -3.584|9.0019e-07|   5.9810e-08|   2.9797|         0.2549|        -2.752|   5.5991|       1.3524|  2.040671e-02|          1.363949e-02|          1.363949e-02|   3.651347e+01|           1.043777e+01|           1.043777e+01|  -1.015674e+00|           2.519432e-01|           2.519432e-01| -3.614444e+00|          1.472489e+03|          1.472489e+03|             -5.120|             3.072|pflx_plaw              |                   0.996|flnc_plaw              |                   1.080|
|GRB111117526|01 48 38.4|-16 06 36|2011-11-17 12:38:00.759|  23.808|    1.717|   -1.280|1.4234e-06|   2.4897e-08|   1.4891|         0.1870|         6.528|   3.3682|       0.8856|  4.087197e-03|          1.424717e-03|          1.424717e-03|   3.022397e+02|           1.345109e+02|           1.345109e+02|  -6.834593e-01|           2.756935e-01|           2.756935e-01| -1.998419e+00|          4.261330e-01|          4.261330e-01|             -1.024|            20.480|pflx_plaw              |                   0.990|flnc_comp              |                   1.154|
|GRB110410133|02 03 45.6|-15 57 00|2011-04-10 03:10:52.427|  61.952|    1.379|  -11.008|6.4122e-06|   1.8383e-08|   3.0815|         0.2244|         2.880|   4.7063|       1.0299|  6.591873e-03|          9.975930e-04|          9.975930e-04|   1.150232e+02|           1.050837e+01|           1.050837e+01|  -1.047758e+00|           8.572501e-02|           8.572501e-02| -1.482392e+01|          6.506094e+06|          6.506094e+06|            -15.872|            48.641|pflx_plaw              |                   0.986|flnc_comp              |                   1.051|
|GRB110624906|04 20 04.8|-15 57 00|2011-06-24 21:44:25.565|   3.520|    1.134|   -1.472|2.7198e-07|   2.4795e-08|   1.9456|         0.2456|        -1.216|   3.3582|       1.2371|  3.002211e-02|          3.785673e-02|          3.785673e-02|   9.106267e+01|           1.640216e+01|           1.640216e+01|   9.058320e-03|           4.499396e-01|           4.499396e-01| -2.884137e+00|          1.289701e+01|          1.289701e+01|             -2.048|             1.024|pflx_plaw              |                   0.945|flnc_plaw              |                   1.023|
|GRB110901230|09 25 07.2|-15 47 24|2011-09-01 05:31:44.058|  22.528|    5.620|   -7.680|1.5063e-06|   5.7456e-08|   2.5602|         0.2460|        -2.368|   4.4426|       1.3708|  2.849699e-03|          6.464994e-03|          6.464994e-03|   7.497540e+01|           5.327043e+02|           5.327043e+02|  -1.691878e+00|           8.674893e-01|           8.674893e-01| -1.833478e+00|          8.434604e-02|          8.434604e-02|             -5.120|            18.432|pflx_plaw              |                   0.954|flnc_plaw              |                   1.154|
|GRB100207721|21 27 07.2|-15 46 48|2010-02-07 17:18:29.724|  17.728|    6.492|   -9.216|4.3410e-07|   2.2742e-08|   1.0559|         0.1528|         4.864|   3.0889|       0.7323|  4.267901e-03|          1.380683e-03|          1.380683e-03|   2.133653e+02|           6.112097e+01|           6.112097e+01|  -8.425020e-01|           3.232970e-01|           3.232970e-01| -6.969340e+00|          1.821740e+03|          1.821740e+03|             -2.048|            14.336|pflx_plaw              |                   1.084|flnc_plaw              |                   1.064|
|GRB100301068|07 20 33.6|-15 40 48|2010-03-01 01:37:18.634|   0.960|    1.002|   -0.896|2.8365e-07|   1.3531e-08|   1.7097|         0.2038|        -0.512|   9.1451|       1.0512|  3.794599e-02|          1.014105e-02|          1.014105e-02|   4.023519e+02|           1.060068e+02|           1.060068e+02|  -3.562490e-01|           3.056781e-01|           3.056781e-01| -1.653750e+01|          1.030632e+07|          1.030632e+07|             -0.064|             0.064|pflx_comp              |                   0.921|flnc_comp              |                   0.900|
|GRB181007385|20 14 40.8|-15 39 00|2018-10-07 09:14:23.980|  46.336|    8.452|  -26.624|2.2738e-06|   4.7558e-08|   2.6499|         0.2825|        -0.768|   5.4617|       1.4772|              |                      |                      |               |                       |                       |               |                       |                       |              |                      |                      |                   |                  |                       |                        |                       |                        |
|GRB100722096|15 55 04.8|-15 36 36|2010-07-22 02:18:37.242|   7.165|    1.055|    0.003|8.3071e-06|   3.9226e-08|  24.8942|         0.4435|         1.600|  43.8087|       2.0217|  6.450127e-02|          9.803757e-03|          9.803757e-03|   5.665742e+01|           3.311146e+00|           3.311146e+00|  -1.069903e+00|           7.568455e-02|           7.568455e-02| -2.371638e+00|          6.793618e-02|          6.793618e-02|             -2.048|            11.264|pflx_comp              |                   1.164|flnc_sbpl              |                   1.131|
|GRB120524134|23 52 36.0|-15 36 36|2012-05-24 03:12:54.679|   0.704|    0.466|   -0.128|2.5274e-07|   1.5086e-08|   4.5154|         0.3508|        -0.256|  17.6580|       2.0193|  7.627741e-02|          4.410778e-02|          4.410778e-02|   6.309206e+01|           2.287662e+01|           2.287662e+01|  -1.009176e+00|           2.977940e-01|           2.977940e-01| -9.225452e+00|          7.862826e+03|          7.862826e+03|             -0.064|             0.256|pflx_plaw              |                   0.784|flnc_comp              |                   0.975|
|GRB170816258|00 42 48.0|-15 36 36|2017-08-16 06:11:11.880|  61.440|    8.816|  -14.336|2.0629e-06|   4.1095e-08|   2.6663|         0.2630|        23.744|   5.4847|       1.8182|  3.086755e-03|          3.987944e-04|          3.987944e-04|   5.277947e+02|           1.536298e+02|           1.536298e+02|  -1.269429e+00|           9.797960e-02|           9.797960e-02| -5.524895e+00|          2.016083e+02|          2.016083e+02|            -11.264|            45.056|pflx_comp              |                   1.135|flnc_comp              |                   1.177|
|GRB150501017|03 20 00.0|-15 34 12|2015-05-01 00:24:08.145|   9.728|    0.923|   -0.256|1.4610e-06|   2.8210e-08|   4.0776|         0.2578|        -0.064|   6.7507|       1.2149|  6.082957e-03|          1.151038e-03|          1.151038e-03|   1.706791e+02|           3.492003e+01|           3.492003e+01|  -1.172759e+00|           1.429505e-01|           1.429505e-01| -2.540923e+00|          1.144446e+02|          1.144446e+02|             -1.024|             9.216|pflx_comp              |                   1.067|flnc_comp              |                   1.084|
|GRB110523344|14 36 07.2|-15 25 12|2011-05-23 08:15:54.581|  44.544|    2.611|   -1.280|2.2273e-06|   4.5509e-08|   4.6755|         0.2912|         1.088|   5.9829|       1.4246|  1.627290e-02|          5.103449e-03|          5.103449e-03|   1.111019e+02|           2.833468e+01|           2.833468e+01|  -9.383078e-01|           2.060124e-01|           2.060124e-01| -2.104325e+00|          6.306043e-01|          6.306043e-01|             -1.024|             4.096|pflx_comp              |                   1.129|flnc_comp              |                   1.150|
|GRB111001804|22 40 02.4|-15 19 48|2011-10-01 19:17:58.576|   0.384|    1.361|   -0.256|1.9005e-07|   1.2396e-08|   0.7603|         0.1508|        -0.192|   4.1801|       0.7021|  2.785475e-02|          2.125780e-02|          2.125780e-02|   2.652896e+02|           1.519830e+02|           1.519830e+02|   1.945001e-01|           5.667557e-01|           5.667557e-01| -2.597117e+00|          1.338456e+03|          1.338456e+03|             -0.128|             0.256|pflx_plaw              |                   0.993|flnc_plaw              |                   1.145|
|GRB130114019|20 40 45.6|-15 19 12|2013-01-14 00:27:04.549|   8.704|    1.846|   -2.048|1.1132e-06|   7.5281e-08|   3.0282|         0.2184|        -0.320|   4.9167|       1.0445|  4.639225e-03|          1.900876e-03|          1.900876e-03|   3.752621e+01|           4.056576e+01|           4.056576e+01|  -1.601709e+00|           3.360145e-01|           3.360145e-01| -2.000000e+00|          0.000000e+00|          0.000000e+00|            -70.656|             7.168|pflx_plaw              |                   1.051|flnc_plaw              |                   0.999|
|GRB110318552|22 33 05.8|-15 16 55|2011-03-18 13:14:16.701|  14.464|    1.094|   -2.560|8.1527e-06|   7.8390e-08|  11.0174|         0.2896|         4.352|  13.8584|       1.1698|  2.418393e-02|          1.992472e-03|          1.992472e-03|   1.094712e+02|           5.487236e+00|           5.487236e+00|  -9.650224e-01|           4.797280e-02|           4.797280e-02| -2.779196e+00|          3.594863e-01|          3.594863e-01|            -20.480|            14.336|pflx_comp              |                   0.954|flnc_comp              |                   1.179|
|GRB111010899|05 08 04.8|-14 57 36|2011-10-10 21:34:13.677|  18.560|    2.988|  -14.656|9.5878e-07|   5.1674e-08|   2.1321|         0.2210|        -1.152|   3.7899|       1.1349|  3.028712e-02|          1.898652e-02|          1.898652e-02|   9.115490e+01|           2.377548e+01|           2.377548e+01|   1.014259e-03|           6.153565e-01|           6.153565e-01| -1.938770e+00|          4.865762e-01|          4.865762e-01|             -2.048|             3.072|pflx_plaw              |                   1.047|flnc_plaw              |                   1.124|
|GRB130515430|20 51 21.6|-14 57 00|2013-05-15 10:18:30.169|  20.480|    5.120|   -3.584|1.0078e-06|   4.3155e-08|   1.3711|         0.2435|         8.064|   4.5994|       1.7571|  4.126252e-02|          7.066638e-03|          7.066638e-03|   4.772110e+01|           4.632217e+00|           4.632217e+00|  -1.354000e-01|           0.000000e+00|           0.000000e+00| -7.442000e+00|          0.000000e+00|          0.000000e+00|             -3.072|           129.020|                       |                        |flnc_plaw              |                   0.957|
|GRB110717319|20 51 21.6|-14 50 24|2011-07-17 07:39:55.862|  90.369|    0.810|    5.376|4.2450e-05|   5.2030e-08|  16.0021|         0.3859|        17.984|  17.4108|       1.6061|  1.278602e-02|          4.958827e-04|          4.958827e-04|   3.035868e+02|           1.874087e+01|           1.874087e+01|  -9.504325e-01|           2.810347e-02|           2.810347e-02| -2.076936e+00|          7.539201e-02|          7.539201e-02|             -1.024|           112.640|pflx_comp              |                   1.009|flnc_band              |                   1.160|
