MCXC,OName,AName,RAh,RAm,RAs,DE-,DEd,DEm,DEs,RAdeg,DEdeg,GLON,GLAT,z,Cat,Sub-Cat,Scale,L500,M500,R500,Notes,Cat1,Cat2,Cat3,Cat4,L500r1,L500r2,L500r3,L500r4,r
J1820.1+6857,RXC J1820.1+6857,A2304,18,20,10.7,,68,57,20,275.044,68.955,99.178,27.971,0.087,NORAS/REFLEX,NORAS,1.629,0.385167,1.0767,0.7036,,NEP,,,,0.82,,,,-0.46698625846162384
J1821.6+6827,RX J1821.6+6827,,18,21,38.1,,68,27,52,275.409,68.464,98.633,27.808,0.8156,NEP,NEP,7.557,3.043934,2.1004,0.6661,,,,,,,,,,
J1822.6+6641,RX J1822.6+6641,,18,22,37.4,,66,41,29,275.656,66.691,96.645,27.576,0.0888,NEP,NEP,1.659,0.03686,0.2571,0.4363,,,,,,,,,,-0.4660120748112365
J1823.7+5658,BVH2007 220,,18,23,43.4,,56,58,26,275.931,56.974,85.864,26.156,0.105,400SD,400SD_SER,1.925,0.108655,0.4915,0.5385,,,,,,,,,,
J1824.1+3029,RXC J1824.1+3029,NPM1G +30.0453,18,24,9.6,,30,29,31,276.04,30.492,58.259,18.81,0.072,CIZA,CIZAII,1.372,0.595934,1.4197,0.7753,,,,,,,,,,-0.47440423096402823
J1824.3+4309,MACSJ1824.3+4309,MCS  J1824.3+4309,18,24,19.0,,43,9,49,276.079,43.164,71.112,22.866,0.487,MACS,MACS_MJFV,6.018,2.858804,2.8469,0.84,,,,,,,,,,
J1825.3+3026,RXC J1825.3+3026,,18,25,22.8,,30,26,32,276.345,30.442,58.31,18.547,0.065,CIZA,CIZAI,1.248,1.611874,2.6168,0.9527,,,,,,,,,,-0.47781258098417134
J1827.2+6134,RXC J1827.2+6134,,18,27,16.0,,61,34,53,276.817,61.582,91.017,26.463,0.1014,NORAS/REFLEX,NORAS,1.867,0.451663,1.1746,0.7209,,,,,,,,,,
J1829.0+6913,RX J1829.0+6913,,18,29,3.7,,69,13,50,277.265,69.231,99.553,27.201,0.2057,NEP,NEP,3.373,1.310104,2.0829,0.8418,,,,,,,,,,
J1832.2+6832,RX J1832.2+6832,,18,32,13.3,,68,32,26,278.055,68.541,98.815,26.849,0.1981,NEP,NEP,3.275,0.280576,0.8186,0.6183,,,,,,,,,,
J1832.5+6449,RXC J1832.5+6449,,18,32,33.6,,64,49,53,278.14,64.831,94.704,26.349,0.1623,NORAS/REFLEX,NORAS,2.79,1.234692,2.0753,0.8537,,NEP,,,,0.868,,,,
J1832.5+6848,RXC J1832.5+6848,,18,32,34.6,,68,48,12,278.144,68.803,99.111,26.846,0.205,NORAS/REFLEX,NORAS,3.364,3.62995,3.8795,1.036,C,NEP,,,,0.981,,,,
J1833.7+6521,RX J1833.7+6521,,18,33,44.6,,65,21,37,278.436,65.36,95.308,26.301,0.1621,NEP,NEP,2.788,0.285212,0.8494,0.6339,,,,,,,,,,
J1834.1+7057,RXC J1834.1+7057,A2308,18,34,9.4,,70,57,28,278.539,70.958,101.53,26.93,0.0824,NORAS/REFLEX,NORAS,1.551,0.372431,1.0583,0.7006,,NEP,,,,0.377,,,,-0.4693126025095471
J1836.5+6344,RXJ1836.5+6344,RXJ1836.5+6344,18,36,30.5,,63,44,53,279.127,63.748,93.586,25.758,0.0834,BCS,eBCS,1.568,0.516522,1.2909,0.7483,,NEP,NORAS,,,0.85,1.306,,,-0.4687750413474635
J1838.2+6321,RX J1838.2+6321,,18,38,12.6,,63,21,2,279.552,63.351,93.188,25.504,0.2167,NEP,NEP,3.511,0.644456,1.3402,0.7239,,,,,,,,,,
J1839.2+7018,RX J1839.2+7018,,18,39,17.4,,70,18,20,279.823,70.306,100.856,26.436,0.2297,NEP,NEP,3.671,0.284926,0.8067,0.6084,,,,,,,,,,
J1839.8-2108,RXC J1839.8-2108,,18,39,53.5,-,21,8,37,279.973,-21.144,12.747,-7.046,0.068,CIZA,CIZAII,1.302,0.553785,1.3613,0.7655,,,,,,,,,,-0.4763431168816809
J1840.6-7709,RXCJ1840.6-7709,,18,40,37.2,-,77,9,20,280.155,-77.156,317.211,-25.8,0.0194,NORAS/REFLEX,REFLEX,0.393,0.115577,0.541,0.5714,,,,,,,,,,-0.49957209735902164
J1843.5+7949,BVH2007 NS 23,MS1846.9+7947,18,43,30.7,,79,49,57,280.878,79.832,111.51,27.017,0.051,400SD,400SD_NONSER,0.996,0.029233,0.2291,0.4249,,WARPSII,,,,0.516,,,,-0.484567759699011
J1843.6+5021,RXC J1843.6+5021,,18,43,39.1,,50,21,49,280.913,50.364,79.588,21.743,0.1158,NORAS/REFLEX,NORAS,2.098,0.830671,1.6858,0.8093,,,,,,,,,,
J1844.0+4533,RXC J1844.0+4533,RXJ1844.1+4533,18,44,1.8,,45,33,24,281.008,45.557,74.703,20.224,0.0918,NORAS/REFLEX,NORAS,1.709,0.727414,1.5813,0.7985,,eBCS,,,,1.027,,,,-0.4646017489885177
J1844.5-3724,RXC J1844.5-3724,CGMW 4-2867,18,44,31.7,-,37,24,17,281.132,-37.405,358.147,-14.813,0.203,CIZA,CIZAII,3.338,3.386051,3.7241,1.0227,,,,,,,,,,
J1846.7-7431,BVH2007 221,,18,46,42.7,-,74,31,59,281.678,-74.533,320.152,-25.758,0.141,400SD,400SD_SER,2.482,0.345098,0.9689,0.6672,,,,,,,,,,
J1847.2+7320,RXC J1847.2+7320,A2310,18,47,16.1,,73,20,50,281.817,73.347,104.31,26.2,0.1125,NORAS/REFLEX,NORAS,2.045,0.831754,1.6911,0.811,,,,,,,,,,
J1847.3-6320,RXCJ1847.3-6320,S0805,18,47,20.0,-,63,20,13,281.833,-63.337,332.247,-23.6,0.0146,NORAS/REFLEX,REFLEX,0.298,0.034601,0.2601,0.4483,,,,,,,,,,-0.5017415271261978
J1852.1+5711,RXC J1852.1+5711,RXJ1852.1+5711,18,52,9.4,,57,11,50,283.039,57.197,87.048,22.443,0.1094,NORAS/REFLEX,NORAS,1.996,1.044438,1.9473,0.8509,,eBCS,,,,0.895,,,,
J1853.9+6822,RXC J1853.9+6822,A2312,18,53,58.1,,68,22,53,283.492,68.381,98.978,24.853,0.0928,NORAS/REFLEX,NORAS,1.726,1.106807,2.0411,0.8691,,BCS,,,,0.952,,,,-0.46410552647063785
J1854.1+6858,RXC J1854.1+6858,,18,54,6.6,,68,58,17,283.527,68.971,99.619,24.954,0.2415,NORAS/REFLEX,NORAS,3.811,2.376503,2.9137,0.9294,?,,,,,,,,,
J1855.8-6654,RXCJ1855.8-6654,,18,55,53.3,-,66,54,48,283.972,-66.913,328.615,-25.229,0.1797,NORAS/REFLEX,REFLEX,3.031,2.714065,3.3117,0.9916,,,,,,,,,,
J1857.6+3800,RXC J1857.6+3800,,18,57,39.5,,38,0,30,284.415,38.008,68.237,15.174,0.0567,CIZA,CIZAI,1.1,0.873617,1.8114,0.845,,,,,,,,,,-0.48182247946527
J1900.4+6958,RXC J1900.4+6958,A2315,19,0,28.7,,69,58,7,285.12,69.969,100.818,24.606,0.0877,NORAS/REFLEX,NORAS,1.641,0.92612,1.8375,0.8406,,eBCS,,,,0.736,,,,-0.4666655872221785
J1904.2+3626,RXC J1904.2+3626,MG2 J190411+3627,19,4,13.2,,36,26,48,286.055,36.447,67.295,13.355,0.078,CIZA,CIZAII,1.476,0.478417,1.2366,0.739,,,,,,,,,,-0.47144935373567365
J1905.7+7804,A2318,A2318,19,5,43.9,,78,4,59,286.433,78.083,109.703,25.766,0.1405,BCS,BCS,2.475,2.750944,3.437,1.0176,,,,,,,,,,
J1908.3+6903,RXC J1908.3+6903,A2317,19,8,23.9,,69,3,42,287.1,69.062,100.022,23.726,0.2103,NORAS/REFLEX,NORAS,3.431,2.136681,2.7969,0.9272,B,,,,,,,,,
J1910.1-2239,RXC J1910.1-2239,CGMW 3-3366,19,10,8.9,-,22,39,4,287.537,-22.651,14.394,-14.039,0.056,CIZA,CIZAII,1.087,0.355131,1.0468,0.704,,,,,,,,,,-0.4821879066334933
J1910.4+6741,RXC J1910.4+6741,MS 1910.5+6736,19,10,27.3,,67,41,27,287.614,67.691,98.629,23.194,0.2471,NORAS/REFLEX,NORAS,3.877,3.522396,3.6878,1.0033,,EMSS_1994,,,,0.682,,,,
J1912.6-7517,RXCJ1912.6-7517,S0810,19,12,40.3,-,75,17,30,288.168,-75.292,319.494,-27.513,0.0726,NORAS/REFLEX,REFLEX,1.382,1.181329,2.1539,0.8907,B,,,,,,,,,-0.47411901404345025
J1916.1+3525,RXC J1916.1+3525,,19,16,6.5,,35,25,20,289.027,35.422,67.381,10.741,0.209,CIZA,CIZAII,3.415,5.133317,4.7777,1.1089,,,,,,,,,,
J1917.5-1315,RXC J1917.5-1315,TXS 1914-133,19,17,35.8,-,13,15,19,289.399,-13.255,23.911,-11.725,0.177,CIZA,CIZAII,2.994,3.860827,4.1139,1.067,,,,,,,,,,
J1918.5-0842,RXC J1918.5-0842,CGMW 3-3640,19,18,31.4,-,8,42,29,289.631,-8.708,28.18,-9.948,0.09,CIZA,CIZAII,1.679,0.687403,1.5296,0.7902,,,,,,,,,,-0.465496291712565
J1921.1+4357,RXC J1921.1+4357,A2319,19,21,8.8,,43,57,30,290.287,43.958,75.698,13.515,0.0557,CIZA,CIZAI,1.082,5.941793,5.8345,1.2483,,,,,,,,,,-0.482328458658866
J1925.3+3705,RXC J1925.3+3705,,19,25,22.3,,37,5,49,291.343,37.097,69.746,9.806,0.314,CIZA,CIZAII,4.596,10.460418,6.7932,1.1999,,,,,,,,,,
J1925.4-4256,RXCJ1925.4-4256,A3638,19,25,29.6,-,42,56,57,291.373,-42.949,355.356,-24.025,0.0774,NORAS/REFLEX,REFLEX,1.465,0.932548,1.8585,0.8466,,,,,,,,,,-0.47175541229797713
J1926.1+4832,RXC J1926.1+4833,,19,26,10.8,,48,32,60,291.545,48.55,80.373,14.644,0.098,CIZA,CIZAII,1.812,1.395062,2.3419,0.9083,,,,,,,,,,-0.46149857926066823
J1926.9-5342,RXCJ1926.9-5342,,19,26,58.3,-,53,42,11,291.743,-53.703,343.814,-26.671,0.057,NORAS/REFLEX,REFLEX,1.105,0.633984,1.4895,0.7916,,,,,,,,,,-0.4817081347534179
J1927.5+6549,RXC J1927.5+6549,,19,27,30.2,,65,49,56,291.876,65.832,97.26,21.034,0.1886,NORAS/REFLEX,NORAS,3.15,1.515948,2.3064,0.8762,,,,,,,,,,
J1928.2-5055,RXCJ1928.2-5055,A3639,19,28,14.0,-,50,55,48,292.059,-50.93,346.898,-26.339,0.1496,NORAS/REFLEX,REFLEX,2.609,2.048744,2.8527,0.9534,,,,,,,,,,
J1930.0-1509,RXC J1930.0-1509,,19,30,1.6,-,15,9,45,292.507,-15.163,23.444,-15.261,0.0829,CIZA,CIZAI,1.559,1.173652,2.1301,0.8844,,,,,,,,,,-0.46903664431338665
J1930.1+7403,WARP J1930.5+7403W,,19,30,11.5,,74,3,35,292.548,74.06,105.774,23.411,0.291,WARPS,WARPSII,4.361,0.428587,0.9863,0.6361,,,,,,,,,,
J1931.6-3354,RXCJ1931.6-3354,,19,31,38.7,-,33,54,47,292.911,-33.913,5.15,-22.539,0.0972,NORAS/REFLEX,REFLEX,1.798,1.431743,2.3806,0.9136,,,,,,,,,,-0.46190067552794234
J1931.8-2634,MACSJ1931.8-2634,MCS  J1931.8-2635,19,31,49.7,-,26,34,33,292.957,-26.576,12.577,-20.093,0.352,MACS,MACS_MJFV,4.958,19.639807,5.9238,1.13,,,,,,,,,,
J1934.7-5053,RXCJ1934.7-5053,S0821,19,34,47.3,-,50,53,49,293.697,-50.897,347.152,-27.348,0.2371,NORAS/REFLEX,REFLEX,3.759,5.672293,4.9694,1.1123,,,,,,,,,,
J1935.3+6734,RXC J1935.3+6734,,19,35,20.2,,67,34,34,293.834,67.576,99.299,20.908,0.1706,NORAS/REFLEX,NORAS,2.906,1.434823,2.2605,0.8758,,,,,,,,,,
J1938.3+5409,RXC J1938.3+5409,,19,38,18.6,,54,9,33,294.578,54.159,86.463,15.296,0.26,CIZA,CIZAI,4.024,7.96061,6.0024,1.1747,,,,,,,,,,
J1938.3-4748,RXCJ1938.3-4748,,19,38,19.5,-,47,48,16,294.581,-47.804,350.694,-27.339,0.2665,NORAS/REFLEX,REFLEX,4.097,5.631362,4.8355,1.0904,,,,,,,,,,
J1941.7+7709,WARP J1941.2+7709E,,19,41,43.0,,77,9,45,295.429,77.162,109.235,23.675,0.048,WARPS,WARPSII,0.941,0.004677,0.0751,0.2933,,,,,,,,,,-0.4860821267783322
J1946.5-4256,RXCJ1946.5-4256,S0827,19,46,34.3,-,42,56,32,296.643,-42.942,356.395,-27.766,0.1128,NORAS/REFLEX,REFLEX,2.05,0.970285,1.8573,0.8367,,,,,,,,,,
J1947.3-7623,RXCJ1947.3-7623,,19,47,19.3,-,76,23,32,296.83,-76.392,318.153,-29.586,0.217,NORAS/REFLEX,REFLEX,3.515,4.543361,4.408,1.0764,,,,,,,,,,
J1947.6-0542,RXC J1947.6-0542,CGMW 3-4849,19,47,39.4,-,5,42,15,296.914,-5.704,34.221,-15.093,0.028,CIZA,CIZAII,0.562,0.062381,0.3693,0.5019,,,,,,,,,,-0.4954497321033814
J1948.3+5113,RXC J1948.3+5113,,19,48,19.2,,51,13,51,297.08,51.231,84.466,12.628,0.185,CIZA,CIZAII,3.102,3.184473,3.6363,1.0211,,,,,,,,,,
J1952.2-5503,RXCJ1952.2-5503,A3651,19,52,16.5,-,55,3,42,298.069,-55.062,342.826,-30.499,0.06,NORAS/REFLEX,REFLEX,1.159,0.62587,1.4748,0.7882,losStr,,,,,,,,,-0.4802381965573398
J1953.0-5201,RXCJ1953.0-5201,A3653,19,53,0.9,-,52,1,51,298.254,-52.031,346.337,-30.32,0.1069,NORAS/REFLEX,REFLEX,1.956,1.57021,2.5013,0.9258,,,,,,,,,,
J1957.2+5751,RXC J1957.2+5751,ZwCl 1956.0+5746,19,57,13.9,,57,51,13,299.308,57.854,91.107,14.595,0.088,CIZA,CIZAII,1.646,0.808131,1.6906,0.8175,,,,,,,,,,-0.4665052513363073
J1958.2-3011,RXCJ1958.2-3011,,19,58,14.8,-,30,11,22,299.561,-30.19,10.945,-26.768,0.1171,NORAS/REFLEX,REFLEX,2.118,3.599818,4.1184,1.0894,X *,,,,,,,,,
J1959.1-3454,RXCJ1959.1-3454,A3654,19,59,10.7,-,34,54,36,299.794,-34.91,5.892,-28.265,0.1728,NORAS/REFLEX,REFLEX,2.937,2.372899,3.067,0.9689,B,,,,,,,,,
J1959.5+4044,RXC J1959.5+4044,Cygnus A,19,59,30.3,,40,44,11,299.876,40.736,76.195,5.751,0.0561,CIZA,CIZAI,1.089,3.492455,4.2185,1.1203,,,,,,,,,,-0.4821283886738663
J2002.6+7753,WARP J2002.6+7753,,20,2,38.4,,77,53,46,300.66,77.896,110.417,22.88,0.3492,WARPS,WARPSII,4.932,2.119051,2.4943,0.8479,,,,,,,,,,
J2003.2-3247,BVH2007 222,,20,3,13.2,-,32,47,31,300.805,-32.792,8.465,-28.521,0.256,400SD,400SD_SER,3.979,0.692598,1.3585,0.7169,,,,,,,,,,
J2003.4-5556,BVH2007 223,"VMF98 196, S0840",20,3,28.3,-,55,56,47,300.868,-55.946,341.898,-32.131,0.0148,400SD,400SD_SER,0.302,0.003581,0.0652,0.2827,,,,,,,,,,-0.5013617359884464
J2003.5-2323,RXCJ2003.5-2323,,20,3,30.4,-,23,23,5,300.877,-23.385,18.552,-25.699,0.3171,NORAS/REFLEX,REFLEX,4.627,8.163105,5.8255,1.1386,,,,,,,,,,
J2009.0-5421,RXCJ2009.0-5421,S0849,20,9,4.0,-,54,21,28,302.267,-54.358,343.81,-32.881,0.0516,NORAS/REFLEX,REFLEX,1.007,0.214478,0.772,0.6369,,,,,,,,,,-0.4843096213380631
J2009.9-4823,RXCJ2009.9-4823,S0851,20,9,54.1,-,48,23,35,302.476,-48.393,350.9,-32.639,0.0097,NORAS/REFLEX,REFLEX,0.199,0.012086,0.1374,0.363,,,,,,,,,,-0.5040156517541543
J2009.9+7744,WARP J2009.9+7744,,20,9,54.2,,77,44,30,302.476,77.742,110.433,22.467,0.3461,WARPS,WARPSII,4.904,0.692785,1.2647,0.6769,,,,,,,,,,
J2011.3-5725,RXCJ2011.3-5725,,20,11,23.1,-,57,25,39,302.846,-57.428,340.151,-33.232,0.2786,NORAS/REFLEX,REFLEX,4.229,6.390161,5.1735,1.1103,,,,,,,,,,
J2011.8-3555,BVH2007 224,,20,11,53.3,-,35,55,40,302.972,-35.928,5.466,-31.022,0.172,400SD,400SD_SER,2.926,0.253659,0.785,0.6153,,,,,,,,,,
J2012.0-4129,RXCJ2012.0-4129,A3668,20,12,3.0,-,41,29,30,303.013,-41.492,359.064,-32.125,0.1496,NORAS/REFLEX,REFLEX,2.609,2.261972,3.0302,0.9728,,,,,,,,,,
J2012.5-5649,RXCJ2012.5-5649,A3667,20,12,30.5,-,56,49,55,303.127,-56.832,340.861,-33.391,0.0556,NORAS/REFLEX,REFLEX,1.08,4.871933,5.1696,1.199,"L,losStr",,,,,,,,,-0.4823680755614359
J2014.2-8038,RXCJ2014.2-8038,A3664,20,14,13.4,-,80,38,30,303.556,-80.642,313.055,-30.07,0.138,NORAS/REFLEX,REFLEX,2.438,1.647516,2.5189,0.9183,"P,GR8",,,,,,,,,
J2014.8-2430,RXCJ2014.8-2430,,20,14,49.7,-,24,30,30,303.707,-24.508,18.329,-28.512,0.1612,NORAS/REFLEX,REFLEX,2.775,9.458634,7.1884,1.2922,,,,,,,,,,
J2015.3+5609,RXC J2015.3+5609,,20,15,18.7,,56,9,33,303.828,56.159,90.867,11.617,0.082,CIZA,CIZAII,1.544,0.712705,1.5725,0.7996,,,,,,,,,,-0.469498867140791
J2016.2-8047,RXCJ2016.2-8047,A3666,20,16,14.0,-,80,47,57,304.059,-80.799,312.855,-30.104,0.1309,NORAS/REFLEX,REFLEX,2.331,1.356642,2.249,0.8864,"P,GR8",,,,,,,,,
J2018.4-4102,RXCJ2018.4-4102,IC4992,20,18,25.6,-,41,2,48,304.607,-41.047,359.811,-33.238,0.0192,NORAS/REFLEX,REFLEX,0.389,0.039326,0.2804,0.4591,,,,,,,,,,-0.4996761603633624
J2018.7-5242,RXCJ2018.7-5242,S0861,20,18,45.6,-,52,42,22,304.69,-52.706,345.832,-34.283,0.0505,NORAS/REFLEX,REFLEX,0.987,0.691313,1.5771,0.8085,,,,,,,,,,-0.4848144162720661
J2020.8-3002,RXCJ2020.8-3002,A3674,20,20,49.9,-,30,2,1,305.208,-30.034,12.685,-31.412,0.2073,NORAS/REFLEX,REFLEX,3.393,3.310399,3.6611,1.0154,,,,,,,,,,
J2021.9-5256,RXCJ2021.9-5256,A3675,20,21,54.7,-,52,56,52,305.478,-52.948,345.543,-34.761,0.1383,NORAS/REFLEX,REFLEX,2.442,1.50448,2.3826,0.9013,,,,,,,,,,
J2023.0-2056,RXCJ2023.0-2056,S0868,20,23,1.6,-,20,56,55,305.757,-20.949,22.879,-29.105,0.0564,NORAS/REFLEX,REFLEX,1.094,0.433695,1.1821,0.733,,,,,,,,,,-0.481968501159883
J2023.4-5535,RXCJ2023.4-5535,,20,23,24.5,-,55,35,32,305.852,-55.592,342.317,-34.935,0.232,NORAS/REFLEX,REFLEX,3.698,4.609207,4.396,1.0697,,,,,,,,,,
J2030.7-3532,RXCJ2030.7-3532,,20,30,47.9,-,35,32,40,307.7,-35.544,6.845,-34.701,0.1398,NORAS/REFLEX,REFLEX,2.465,1.542954,2.417,0.9052,,,,,,,,,,
J2031.8-4037,RXCJ2031.8-4037,,20,31,51.5,-,40,37,14,307.965,-40.62,0.747,-35.696,0.3416,NORAS/REFLEX,REFLEX,4.862,10.408733,6.624,1.1775,,,,,,,,,,
J2032.1-5627,RXCJ2032.1-5627,A3685,20,32,8.8,-,56,27,9,308.037,-56.452,341.176,-36.105,0.138,NORAS/REFLEX,REFLEX,2.438,1.700758,2.5682,0.9242,losStr,,,,,,,,,
J2034.3-3429,RXCJ2034.3-3429,A3693,20,34,19.5,-,34,29,15,308.581,-34.487,8.278,-35.209,0.124,NORAS/REFLEX,REFLEX,2.225,1.594585,2.4943,0.9196,losStr,,,,,,,,,
J2034.7-3404,RXCJ2034.7-3404,A3694,20,34,42.1,-,34,4,26,308.675,-34.074,8.794,-35.205,0.0936,NORAS/REFLEX,REFLEX,1.739,1.800189,2.7443,0.959,,,,,,,,,,-0.46370969677774354
J2034.7-3548,RXCJ2034.7-3548,A3695,20,34,47.9,-,35,48,48,308.699,-35.813,6.702,-35.548,0.0894,NORAS/REFLEX,REFLEX,1.669,2.963013,3.7297,1.0637,"L,losStr",,,,,,,,,-0.4658116399875572
J2034.9-2143,RXCJ2034.9-2143,,20,34,55.8,-,21,43,2,308.733,-21.717,23.127,-31.974,0.1947,NORAS/REFLEX,REFLEX,3.231,3.024164,3.4979,1.0045,,,,,,,,,,
J2035.7-2513,RXCJ2035.7-2513,A3698,20,35,44.4,-,25,13,4,308.935,-25.218,19.247,-33.243,0.02,NORAS/REFLEX,REFLEX,0.405,0.023408,0.2042,0.4129,X,,,,,,,,,-0.4991271011302263
J2036.6-2247,WARP J2036.6-2247,,20,36,39.9,-,22,47,21,309.166,-22.789,22.081,-32.701,0.18,WARPS,WARPSII,3.035,0.348551,0.9472,0.6533,,,,,,,,,,
J2038.4-0125,RX J2038.4-0125,WARPS J2038.4-0125,20,38,29.4,-,1,25,17,309.622,-1.421,44.53,-24.327,0.673,SHARC,SHARC_SOUTH,7.032,1.950236,1.8072,0.6705,,WARPS,,,,0.887,,,,
J2040.1+1712,RXC J2040.1+1712,,20,40,11.6,,17,12,50,310.048,17.214,61.488,-14.685,0.169,CIZA,CIZAI,2.884,6.206455,5.5278,1.1806,,,,,,,,,,
J2041.7+0721,RXC J2041.7+0721,,20,41,42.0,,7,21,26,310.425,7.357,53.119,-20.492,0.0639,NORAS/REFLEX,NORAS,1.229,0.101031,0.4838,0.5429,?,,,,,,,,,-0.4783973653659285
J2042.1+2426,RXC J2042.1+2426,,20,42,7.0,,24,26,28,310.529,24.441,67.762,-10.812,0.1019,CIZA,CIZAI,1.875,3.129309,3.8223,1.0681,,,,,,,,,,
J2043.2-2144,RXCJ2043.2-2144,,20,43,12.6,-,21,44,6,310.803,-21.735,23.855,-33.797,0.2041,NORAS/REFLEX,REFLEX,3.352,3.899712,4.0556,1.0518,,,,,,,,,,
J2043.2-2629,RXCJ2043.2-2629,S0894,20,43,14.4,-,26,29,24,310.81,-26.49,18.349,-35.221,0.0408,NORAS/REFLEX,REFLEX,0.806,0.177439,0.6927,0.6164,,,,,,,,,,-0.4894450264830462
J2048.1-1750,RXCJ2048.1-1750,A2328,20,48,10.6,-,17,50,38,312.044,-17.844,28.73,-33.561,0.1475,NORAS/REFLEX,REFLEX,2.578,3.053689,3.6443,1.0352,,,,,,,,,,
J2048.6+2515,RXC J2048.6+2515,,20,48,41.3,,25,15,11,312.172,25.253,69.339,-11.51,0.0482,CIZA,CIZAI,0.944,0.484635,1.272,0.7531,,,,,,,,,,-0.4859440871751582
J2049.9-3216,MACSJ2049.9-3217,,20,49,55.3,-,32,16,49,312.48,-32.28,11.753,-37.983,0.323,MACS,MACS_BRIGHT,4.685,6.1,6.6,1.18,,,,,,,,,,
J2050.7+0123,RXC J2050.7+0123,,20,50,45.5,,1,23,19,312.69,1.389,48.91,-25.565,0.3334,NORAS/REFLEX,NORAS,4.785,3.799045,3.6065,0.9645,,,,,,,,,,
J2051.1+0216,RXC J2051.1+0216,,20,51,7.3,,2,16,4,312.781,2.268,49.794,-25.185,0.3211,NORAS/REFLEX,NORAS,4.666,4.544809,4.0631,1.0083,,,,,,,,,,
J2051.6-5704,BVH2007 225,,20,51,38.6,-,57,4,24,312.911,-57.073,339.997,-38.682,0.0599,400SD,400SD_SER,1.157,0.018689,0.1734,0.3861,,,,,,,,,,-0.4804544487226434
J2055.8-5455,RXCJ2055.8-5455,A3718,20,55,51.5,-,54,55,12,313.965,-54.92,342.622,-39.598,0.139,NORAS/REFLEX,REFLEX,2.453,2.208812,3.0097,0.9741,,,,,,,,,,
J2056.3-0437,MS2053.7-0449,,20,56,21.8,-,4,37,51,314.091,-4.631,43.811,-29.786,0.583,EMSS,EMSS_2004,6.596,2.193895,2.0962,0.7302,,,,,,,,,,
J2057.5+1334,RXC J2057.5+1334,,20,57,33.4,,13,34,15,314.389,13.571,60.936,-20.207,0.2232,NORAS/REFLEX,NORAS,3.592,1.208608,1.9567,0.8193,,,,,,,,,,
J2058.2-0745,RXCJ2058.2-0745,A2331,20,58,15.2,-,7,45,41,314.563,-7.761,40.85,-31.669,0.0793,NORAS/REFLEX,REFLEX,1.498,0.502017,1.2723,0.7457,,,,,,,,,,-0.4708084004945211
J2059.9-4245,RX J2059.9-4245,VMF98 199,20,59,55.2,-,42,45,33,314.98,-42.759,358.504,-41.072,0.323,160SD,160SD,4.685,0.533139,1.0983,0.6514,,,,,,,,,,
J2101.4-4100,RXCJ2101.4-4100,S0915,21,1,28.1,-,41,0,6,315.367,-41.002,0.85,-41.309,0.1694,NORAS/REFLEX,REFLEX,2.89,2.250919,2.9774,0.9605,,,,,,,,,,
J2101.5-1317,RXCJ2101.5-1317,,21,1,34.7,-,13,17,31,315.395,-13.292,35.308,-34.796,0.0282,NORAS/REFLEX,REFLEX,0.566,0.085412,0.4473,0.5349,,,,,,,,,,-0.49546330161547303
J2101.8-2802,RXCJ2101.8-2802,A3733,21,1,48.7,-,28,2,6,315.453,-28.035,17.771,-39.604,0.0382,NORAS/REFLEX,REFLEX,0.757,0.283225,0.9229,0.6789,"L,losStr",,,,,,,,,-0.4907220339500881
J2102.1-2431,RXCJ2102.1-2431,RBS 1712,21,2,9.9,-,24,31,53,315.541,-24.531,22.171,-38.793,0.188,NORAS/REFLEX,REFLEX,3.142,4.532349,4.4993,1.095,,,,,,,,,,
J2103.4-4319,RXCJ2103.4-4319,A3736,21,3,26.0,-,43,19,46,315.858,-43.329,357.751,-41.719,0.0487,NORAS/REFLEX,REFLEX,0.954,0.244269,0.8373,0.655,,,,,,,,,,-0.48565663510591656
J2103.8+0437,RXC J2103.8+0437,,21,3,50.7,,4,37,33,315.961,4.626,53.9,-26.596,0.1694,NORAS/REFLEX,NORAS,2.89,0.595973,1.3241,0.7331,,,,,,,,,,
J2104.3-4120,RXCJ2104.3-4120,A3739,21,4,20.1,-,41,20,58,316.084,-41.349,0.41,-41.86,0.1651,NORAS/REFLEX,REFLEX,2.83,3.814294,4.1199,1.0719,losStr,,,,,,,,,
J2104.9+1401,RXC J2104.9+1401,ZwCl8484,21,4,54.2,,14,1,40,316.226,14.028,62.465,-21.368,0.1615,NORAS/REFLEX,NORAS,2.779,2.129536,2.8953,0.9542,,eBCS,,,,0.794,,,,
J2104.9-5149,RXCJ2104.9-5149,,21,4,54.7,-,51,49,35,316.228,-51.826,346.394,-41.377,0.0491,NORAS/REFLEX,REFLEX,0.961,0.517256,1.3227,0.7628,,,,,,,,,,-0.48549108277483344
J2104.9-8243,RXCJ2104.9-8243,A3728,21,4,58.7,-,82,43,22,316.245,-82.723,310.017,-30.954,0.0969,NORAS/REFLEX,REFLEX,1.793,0.70851,1.5506,0.792,,,,,,,,,,-0.4620736542847852
J2106.0-3846,RXCJ2106.0-3846,A3740,21,6,4.3,-,38,46,21,316.518,-38.772,3.892,-42.076,0.1521,NORAS/REFLEX,REFLEX,2.645,2.433456,3.1625,0.9859,"DB,two maxima/NE-SW",,,,,,,,,
